DATE	TYPE	TeamA	ConfA	TeamB	VenueA	RESULT	ResultA	Scores	split_1	split_2	ScoreA	ScoreB
2021-02-18	C	Wichita St.	Amer	Houston	H	W, 68-63	W	68-63	68	63	68	63
2021-03-22	T	LSU	SEC	Michigan	N	L, 86-78	L	86-78	86	78	78	86
2021-01-04	C	Stanford	P12	Oregon St.	A	W, 81-71	W	81-71	81	71	81	71
2021-02-27	C	Auburn	SEC	Tennessee	H	W, 77-72	W	77-72	77	72	77	72
2021-03-13	CT	Georgia Tech	ACC	Florida St.	N	W, 80-75	W	80-75	80	75	80	75
2021-02-10	C	Mississippi St.	SEC	LSU	H	L, 94-80	L	94-80	94	80	80	94
2021-01-20	C	Colorado	P12	Washington	A	L, 84-80	L	84-80	84	80	80	84
2021-01-09	C	LSU	SEC	Mississippi	A	W, 75-61	W	75-61	75	61	75	61
2021-02-17	C	Indiana	B10	Minnesota	H	W, 82-72	W	82-72	82	72	82	72
2020-12-21	N	Washington St.	P12	Prairie View A&M	H	W, 90-62	W	90-62	90	62	90	62
2021-03-11	CT	Oregon	P12	Arizona St.	N	W, 91-73	W	91-73	91	73	91	73
2021-01-30	N	Florida	SEC	West Virginia	A	W, 85-80	W	85-80	85	80	85	80
2021-03-11	CT	Penn St.	B10	Wisconsin	N	L, 75-74	L	75-74	75	74	74	75
2021-02-13	C	Wake Forest	ACC	Florida St.	A	L, 92-85	L	92-85	92	85	85	92
2021-03-12	CT	Maryland	B10	Michigan	N	L, 79-66	L	79-66	79	66	66	79
2020-12-13	N	Iowa	B10	Northern Illinois	H	W, 106-53	W	106-53	106	53	106	53
2021-02-27	C	Oregon St.	P12	Stanford	A	W, 73-62	W	73-62	73	62	73	62
2020-12-04	N	Creighton	BE	Kennesaw St.	H	W, 93-58	W	93-58	93	58	93	58
2021-02-04	C	Minnesota	B10	Rutgers	A	L, 76-72	L	76-72	76	72	72	76
2020-12-11	N	Creighton	BE	Nebraska	H	W, 98-74	W	98-74	98	74	98	74
2020-12-30	C	Indiana	B10	Penn St.	H	W, 87-85	W	87-85	87	85	87	85
2021-02-27	C	Duquesne	A10	Rhode Island	H	W, 86-75	W	86-75	86	75	86	75
2020-11-29	N	Maryland	B10	Mount St. Mary's	H	W, 79-61	W	79-61	79	61	79	61
2020-11-25	N	VCU	A10	Utah St.	N	W, 85-69	W	85-69	85	69	85	69
2020-12-22	C	West Virginia	B12	Kansas	A	L, 79-65	L	79-65	79	65	65	79
2021-01-23	C	Ohio St.	B10	Wisconsin	A	W, 74-62	W	74-62	74	62	74	62
2021-01-14	C	Purdue	B10	Indiana	A	W, 81-69	W	81-69	81	69	81	69
2021-03-03	C	UCLA	P12	Oregon	A	L, 82-74	L	82-74	82	74	74	82
2021-02-03	C	TCU	B12	Oklahoma St.	H	W, 81-78	W	81-78	81	78	81	78
2020-12-04	N	Auburn	SEC	South Alabama	H	W, 90-81	W	90-81	90	81	90	81
2020-11-30	N	Texas	B12	Davidson	N	W, 78-76	W	78-76	78	76	78	76
2021-02-06	C	Auburn	SEC	Mississippi	H	L, 86-84	L	86-84	86	84	84	86
2021-02-20	C	Arizona St.	P12	UCLA	A	L, 80-79	L	80-79	80	79	79	80
2020-12-15	N	Saint Louis	A10	Indiana St.	H	W, 78-59	W	78-59	78	59	78	59
2020-12-13	N	Michigan St.	B10	Oakland	H	W, 109-91	W	109-91	109	91	109	91
2021-01-06	C	Baylor	B12	Oklahoma	H	W, 76-61	W	76-61	76	61	76	61
2021-01-27	C	Ohio St.	B10	Penn St.	H	W, 83-79	W	83-79	83	79	83	79
2021-01-13	C	Texas	B12	Texas Tech	H	L, 79-77	L	79-77	79	77	77	79
2021-02-11	C	Utah	P12	California	A	W, 76-75	W	76-75	76	75	76	75
2021-02-17	C	Arizona St.	P12	USC	A	L, 89-71	L	89-71	89	71	71	89
2020-12-07	N	Arizona	P12	Northern Arizona	H	W, 96-53	W	96-53	96	53	96	53
2021-02-11	C	Washington St.	P12	UCLA	H	W, 81-73	W	81-73	81	73	81	73
2021-01-26	C	LSU	SEC	Texas A&M	A	W, 78-66	W	78-66	78	66	78	66
2021-02-20	C	Texas	B12	West Virginia	H	L, 84-82	L	84-82	84	82	82	84
2020-12-19	N	Syracuse	ACC	Buffalo	H	W, 107-96	W	107-96	107	96	107	96
2021-01-23	C	Georgia	SEC	Florida	H	L, 92-84	L	92-84	92	84	84	92
2021-01-30	N	Mississippi St.	SEC	Iowa St.	H	W, 95-56	W	95-56	95	56	95	56
2021-01-29	C	Iowa	B10	Illinois	A	L, 80-75	L	80-75	80	75	75	80
2021-03-12	CT	Oregon St.	P12	Oregon	N	W, 75-64	W	75-64	75	64	75	64
2020-11-26	N	Kansas	B12	Gonzaga	N	L, 102-90	L	102-90	102	90	90	102
2021-01-10	C	Iowa	B10	Minnesota	H	W, 86-71	W	86-71	86	71	86	71
2020-12-19	N	Notre Dame	ACC	Purdue	N	L, 88-78	L	88-78	88	78	78	88
2020-12-18	N	Tennessee	SEC	Tennessee Tech	H	W, 103-49	W	103-49	103	49	103	49
2021-03-14	CT	St. Bonaventure	A10	VCU	N	W, 74-65	W	74-65	74	65	74	65
2021-01-08	C	Dayton	A10	Davidson	A	W, 89-78	W	89-78	89	78	89	78
2021-01-13	C	Ohio St.	B10	Northwestern	H	W, 81-71	W	81-71	81	71	81	71
2020-12-06	C	UCLA	P12	California	H	W, 76-56	W	76-56	76	56	76	56
2021-01-16	C	Davidson	A10	La Salle	A	W, 77-53	W	77-53	77	53	77	53
2021-01-28	C	SMU	Amer	Memphis	H	W, 67-65	W	67-65	67	65	67	65
2020-12-06	N	Seton Hall	BE	Penn St.	A	W, 98-92	W	98-92	98	92	98	92
2021-03-28	T	UCLA	P12	Alabama	N	W, 88-78	W	88-78	88	78	88	78
2021-01-21	C	Utah	P12	Washington St.	A	W, 71-56	W	71-56	71	56	71	56
2020-12-22	N	Davidson	A10	Vanderbilt	H	W, 85-65	W	85-65	85	65	85	65
2021-02-25	N	Houston	Amer	Western Kentucky	H	W, 81-57	W	81-57	81	57	81	57
2020-12-21	N	Tennessee	SEC	Saint Joseph's	H	W, 102-66	W	102-66	102	66	102	66
2021-03-18	T	Michigan St.	B10	UCLA	N	L, 86-80	L	86-80	86	80	80	86
2020-12-22	N	Virginia	ACC	William & Mary	H	W, 76-40	W	76-40	76	40	76	40
2020-12-20	C	Northwestern	B10	Michigan St.	H	W, 79-65	W	79-65	79	65	79	65
2021-01-09	C	Tennessee	SEC	Texas A&M	A	W, 68-54	W	68-54	68	54	68	54
2021-01-02	C	Texas	B12	Kansas	A	W, 84-59	W	84-59	84	59	84	59
2020-12-31	C	Utah	P12	UCLA	A	L, 72-70	L	72-70	72	70	70	72
2021-01-09	C	Kentucky	SEC	Florida	A	W, 76-58	W	76-58	76	58	76	58
2021-02-06	C	Duke	ACC	North Carolina	H	L, 91-87	L	91-87	91	87	87	91
2021-01-24	C	Rutgers	B10	Indiana	A	W, 74-70	W	74-70	74	70	74	70
2021-02-20	C	Richmond	A10	Duquesne	H	W, 79-72	W	79-72	79	72	79	72
2020-11-25	N	Ohio St.	B10	Illinois St.	H	W, 94-67	W	94-67	94	67	94	67
2021-01-16	C	Miami FL	ACC	Louisville	H	W, 78-72	W	78-72	78	72	78	72
2021-02-27	C	Michigan	B10	Indiana	A	W, 73-57	W	73-57	73	57	73	57
2020-12-03	N	Oklahoma	B12	UTSA	H	W, 105-66	W	105-66	105	66	105	66
2021-01-05	C	Vanderbilt	SEC	Kentucky	A	L, 77-74	L	77-74	77	74	74	77
2021-02-09	C	Arkansas	SEC	Kentucky	A	W, 81-80	W	81-80	81	80	81	80
2021-01-02	C	LSU	SEC	Florida	A	L, 83-79	L	83-79	83	79	79	83
2021-03-11	CT	Syracuse	ACC	Virginia	N	L, 72-69	L	72-69	72	69	69	72
2021-03-02	C	Wisconsin	B10	Purdue	A	L, 73-69	L	73-69	73	69	69	73
2020-12-06	N	Penn St.	B10	Seton Hall	H	L, 98-92	L	98-92	98	92	92	98
2021-02-09	C	VCU	A10	Dayton	A	W, 76-67	W	76-67	76	67	76	67
2020-12-22	N	Colorado	P12	Grand Canyon	N	W, 74-64	W	74-64	74	64	74	64
2021-03-11	CT	Villanova	BE	Georgetown	N	L, 72-71	L	72-71	72	71	71	72
2021-01-02	C	Oklahoma St.	B12	Texas Tech	A	W, 82-77	W	82-77	82	77	82	77
2021-02-24	C	Providence	BE	Xavier	H	W, 83-68	W	83-68	83	68	83	68
2021-02-20	C	Kentucky	SEC	Tennessee	A	W, 70-55	W	70-55	70	55	70	55
2021-01-30	C	Providence	BE	Georgetown	A	L, 73-72	L	73-72	73	72	72	73
2020-12-31	C	Maryland	B10	Michigan	H	L, 84-73	L	84-73	84	73	73	84
2021-02-20	C	UCF	Amer	Tulane	A	W, 84-81	W	84-81	84	81	84	81
2021-01-30	C	Penn St.	B10	Wisconsin	H	W, 81-71	W	81-71	81	71	81	71
2020-11-25	N	Arizona St.	P12	Rhode Island	N	W, 94-88	W	94-88	94	88	94	88
2021-01-23	C	Creighton	BE	Connecticut	H	W, 74-66	W	74-66	74	66	74	66
2021-03-20	T	Kansas	B12	Eastern Washington	N	W, 93-84	W	93-84	93	84	93	84
2020-12-09	N	Oklahoma	B12	Xavier	A	L, 99-77	L	99-77	99	77	77	99
2021-02-27	C	Oregon	P12	California	A	W, 74-63	W	74-63	74	63	74	63
2021-03-18	P	SMU	Amer	Boise St.	N	L, 85-84	L	85-84	85	84	84	85
2021-03-10	CT	California	P12	Stanford	N	W, 76-58	W	76-58	76	58	76	58
2021-02-13	C	Duke	ACC	North Carolina St.	A	W, 69-53	W	69-53	69	53	69	53
2021-02-06	C	Clemson	ACC	Syracuse	H	W, 78-61	W	78-61	78	61	78	61
2021-03-12	CT	Tennessee	SEC	Florida	N	W, 78-66	W	78-66	78	66	78	66
2021-03-07	C	Michigan St.	B10	Michigan	H	W, 70-64	W	70-64	70	64	70	64
2021-01-06	C	Michigan	B10	Minnesota	H	W, 82-57	W	82-57	82	57	82	57
2021-03-20	T	LSU	SEC	St. Bonaventure	N	W, 76-61	W	76-61	76	61	76	61
2020-12-31	C	UCLA	P12	Utah	H	W, 72-70	W	72-70	72	70	72	70
2021-02-20	C	Vanderbilt	SEC	Alabama	A	L, 82-78	L	82-78	82	78	78	82
2021-01-30	N	West Virginia	B12	Florida	H	L, 85-80	L	85-80	85	80	80	85
2021-02-02	C	Georgia	SEC	Auburn	A	W, 91-86	W	91-86	91	86	91	86
2021-01-23	C	La Salle	A10	Richmond	A	W, 84-78	W	84-78	84	78	84	78
2020-12-28	C	Maryland	B10	Wisconsin	A	W, 70-64	W	70-64	70	64	70	64
2021-03-27	T	Oregon St.	P12	Loyola Chicago	N	W, 65-58	W	65-58	65	58	65	58
2021-03-03	C	Oregon St.	P12	Utah	A	W, 75-70	W	75-70	75	70	75	70
2020-11-25	N	SMU	Amer	Sam Houston St.	H	W, 97-67	W	97-67	97	67	97	67
2020-12-25	C	Purdue	B10	Maryland	H	W, 73-70	W	73-70	73	70	73	70
2021-03-13	CT	Oklahoma St.	B12	Texas	N	L, 91-86	L	91-86	91	86	86	91
2020-12-30	C	Penn St.	B10	Indiana	A	L, 87-85	L	87-85	87	85	85	87
2021-02-18	C	Michigan	B10	Rutgers	H	W, 71-64	W	71-64	71	64	71	64
2021-01-11	C	SMU	Amer	Temple	H	W, 79-68	W	79-68	79	68	79	68
2021-01-23	N	St. John's	BE	Utah Valley	H	W, 96-78	W	96-78	96	78	96	78
2021-02-13	C	Villanova	BE	Creighton	A	L, 86-70	L	86-70	86	70	70	86
2021-01-09	N	Syracuse	ACC	Georgetown	H	W, 74-69	W	74-69	74	69	74	69
2021-03-06	C	West Virginia	B12	Oklahoma St.	H	L, 85-80	L	85-80	85	80	80	85
2021-03-06	CT	St. Bonaventure	A10	Saint Louis	N	W, 71-53	W	71-53	71	53	71	53
2021-01-13	C	Texas Tech	B12	Texas	A	W, 79-77	W	79-77	79	77	79	77
2020-12-19	C	Stanford	P12	Arizona	N	W, 78-75	W	78-75	78	75	78	75
2020-12-26	N	Virginia	ACC	Gonzaga	N	L, 98-75	L	98-75	98	75	75	98
2021-02-24	N	Marquette	BE	North Carolina	A	W, 83-70	W	83-70	83	70	83	70
2021-02-06	C	Connecticut	BE	Seton Hall	H	L, 80-73	L	80-73	80	73	73	80
2021-01-09	C	Mississippi St.	SEC	Vanderbilt	A	W, 84-81	W	84-81	84	81	84	81
2021-03-06	C	Oklahoma St.	B12	West Virginia	A	W, 85-80	W	85-80	85	80	85	80
2021-03-19	T	Oregon St.	P12	Tennessee	N	W, 70-56	W	70-56	70	56	70	56
2021-01-09	C	Washington	P12	California	A	L, 84-78	L	84-78	84	78	78	84
2020-12-16	C	Duke	ACC	Notre Dame	A	W, 75-65	W	75-65	75	65	75	65
2021-01-05	C	Alabama	SEC	Florida	H	W, 86-71	W	86-71	86	71	86	71
2020-11-25	N	Maryland	B10	Old Dominion	H	W, 85-67	W	85-67	85	67	85	67
2021-03-07	C	Cincinnati	Amer	East Carolina	A	W, 82-69	W	82-69	82	69	82	69
2020-12-06	N	Georgia Tech	ACC	Kentucky	H	W, 79-62	W	79-62	79	62	79	62
2020-11-26	N	Mississippi St.	SEC	Liberty	N	L, 84-73	L	84-73	84	73	73	84
2020-12-21	N	Baylor	B12	Arkansas Pine Bluff	H	W, 99-42	W	99-42	99	42	99	42
2020-12-19	N	Virginia Tech	ACC	Coppin St.	H	W, 97-57	W	97-57	97	57	97	57
2021-03-03	C	Villanova	BE	Creighton	H	W, 72-60	W	72-60	72	60	72	60
2020-12-30	C	Connecticut	BE	DePaul	H	W, 82-61	W	82-61	82	61	82	61
2021-03-28	T	Michigan	B10	Florida St.	N	W, 76-58	W	76-58	76	58	76	58
2021-02-20	C	Kansas	B12	Texas Tech	H	W, 67-61	W	67-61	67	61	67	61
2021-03-03	C	Syracuse	ACC	Clemson	H	W, 64-54	W	64-54	64	54	64	54
2020-12-31	C	Colorado	P12	USC	A	W, 72-62	W	72-62	72	62	72	62
2021-03-19	T	Georgia Tech	ACC	Loyola Chicago	N	L, 71-60	L	71-60	71	60	60	71
2021-02-13	C	Georgia	SEC	Alabama	A	L, 115-82	L	115-82	115	82	82	115
2020-12-16	N	Richmond	A10	Vanderbilt	A	W, 78-67	W	78-67	78	67	78	67
2021-03-04	C	Texas	B12	Oklahoma	A	W, 69-65	W	69-65	69	65	69	65
2021-01-04	C	Oklahoma St.	B12	West Virginia	H	L, 87-84	L	87-84	87	84	84	87
2021-02-17	C	Tennessee	SEC	South Carolina	H	W, 93-73	W	93-73	93	73	93	73
2021-03-10	CT	Xavier	BE	Butler	N	L, 70-69	L	70-69	70	69	69	70
2021-02-12	C	Georgia Tech	ACC	Clemson	A	L, 74-72	L	74-72	74	72	72	74
2021-03-02	C	Illinois	B10	Michigan	A	W, 76-53	W	76-53	76	53	76	53
2021-02-23	C	Penn St.	B10	Nebraska	A	W, 86-83	W	86-83	86	83	86	83
2021-03-06	C	North Carolina	ACC	Duke	H	W, 91-73	W	91-73	91	73	91	73
2021-02-27	C	Notre Dame	ACC	Boston College	A	L, 94-90	L	94-90	94	90	90	94
2021-01-31	C	St. John's	BE	Marquette	A	W, 75-73	W	75-73	75	73	75	73
2021-02-13	C	Florida St.	ACC	Wake Forest	H	W, 92-85	W	92-85	92	85	92	85
2021-01-16	C	Washington	P12	UCLA	A	L, 81-76	L	81-76	81	76	76	81
2020-12-28	C	Colorado	P12	Arizona	A	L, 88-74	L	88-74	88	74	74	88
2021-01-09	C	Vanderbilt	SEC	Mississippi St.	H	L, 84-81	L	84-81	84	81	81	84
2020-11-25	N	Iowa	B10	North Carolina Centr	H	W, 97-67	W	97-67	97	67	97	67
2021-01-23	C	Penn St.	B10	Northwestern	H	W, 81-78	W	81-78	81	78	81	78
2021-01-19	C	Villanova	BE	Seton Hall	H	W, 76-74	W	76-74	76	74	76	74
2021-02-02	C	Notre Dame	ACC	Wake Forest	H	W, 79-58	W	79-58	79	58	79	58
2021-03-03	C	Wichita St.	Amer	Tulane	A	W, 78-70	W	78-70	78	70	78	70
2020-12-11	N	Davidson	A10	Georgia Southern	H	W, 77-45	W	77-45	77	45	77	45
2020-12-11	N	Kansas	B12	Nebraska Omaha	H	W, 95-50	W	95-50	95	50	95	50
2021-02-27	C	Georgia Tech	ACC	Syracuse	H	W, 84-77	W	84-77	84	77	84	77
2021-02-09	C	Kentucky	SEC	Arkansas	H	L, 81-80	L	81-80	81	80	80	81
2021-02-27	C	Kansas	B12	Baylor	H	W, 71-58	W	71-58	71	58	71	58
2020-12-30	C	Providence	BE	Butler	H	W, 71-55	W	71-55	71	55	71	55
2021-02-21	C	St. Bonaventure	A10	Davidson	H	W, 69-58	W	69-58	69	58	69	58
2021-02-27	C	George Mason	A10	La Salle	H	W, 89-54	W	89-54	89	54	89	54
2021-03-20	T	Maryland	B10	Connecticut	N	W, 63-54	W	63-54	63	54	63	54
2021-02-04	C	Rutgers	B10	Minnesota	H	W, 76-72	W	76-72	76	72	76	72
2020-11-25	N	Xavier	BE	Oakland	H	W, 101-49	W	101-49	101	49	101	49
2021-01-21	C	Penn St.	B10	Rutgers	H	W, 75-67	W	75-67	75	67	75	67
2021-02-21	C	South Florida	Amer	Temple	A	W, 83-76	W	83-76	83	76	83	76
2021-02-09	C	Syracuse	ACC	North Carolina St.	A	W, 77-68	W	77-68	77	68	77	68
2020-12-29	C	LSU	SEC	Texas A&M	H	W, 77-54	W	77-54	77	54	77	54
2021-01-05	C	Kansas St.	B12	Texas Tech	A	L, 82-71	L	82-71	82	71	71	82
2021-01-12	C	Oklahoma St.	B12	Kansas	H	W, 75-70	W	75-70	75	70	75	70
2021-01-20	C	Providence	BE	Creighton	A	W, 74-70	W	74-70	74	70	74	70
2020-12-12	N	Missouri	SEC	Illinois	H	W, 81-78	W	81-78	81	78	81	78
2020-12-22	N	Maryland	B10	La Salle	H	W, 84-71	W	84-71	84	71	84	71
2021-01-05	C	Mississippi St.	SEC	Missouri	H	W, 78-63	W	78-63	78	63	78	63
2021-02-27	C	Virginia Tech	ACC	Wake Forest	H	W, 84-46	W	84-46	84	46	84	46
2021-03-02	C	Arkansas	SEC	South Carolina	A	W, 101-73	W	101-73	101	73	101	73
2021-01-02	C	Iowa	B10	Rutgers	A	W, 77-75	W	77-75	77	75	77	75
2020-12-02	N	Ohio St.	B10	Morehead St.	H	W, 77-44	W	77-44	77	44	77	44
2020-12-13	N	West Virginia	B12	Richmond	H	W, 87-71	W	87-71	87	71	87	71
2021-01-14	C	Utah	P12	Stanford	H	W, 79-65	W	79-65	79	65	79	65
2021-03-11	CT	Virginia	ACC	Syracuse	N	W, 72-69	W	72-69	72	69	72	69
2021-01-09	C	Stanford	P12	Washington St.	N	W, 75-60	W	75-60	75	60	75	60
2021-01-02	N	Mississippi	SEC	Wichita St.	H	L, 83-79	L	83-79	83	79	79	83
2021-02-04	C	Utah	P12	Arizona	H	W, 73-58	W	73-58	73	58	73	58
2021-02-20	C	North Carolina St.	ACC	Wake Forest	A	W, 80-62	W	80-62	80	62	80	62
2020-12-23	C	Northwestern	B10	Indiana	A	W, 74-67	W	74-67	74	67	74	67
2021-02-11	C	California	P12	Utah	H	L, 76-75	L	76-75	76	75	75	76
2021-03-06	C	Ohio St.	B10	Illinois	H	L, 73-68	L	73-68	73	68	68	73
2020-12-02	N	Indiana	B10	Stanford	N	W, 79-63	W	79-63	79	63	79	63
2021-03-06	C	Arkansas	SEC	Texas A&M	H	W, 87-80	W	87-80	87	80	87	80
2020-12-11	C	Villanova	BE	Georgetown	A	W, 76-63	W	76-63	76	63	76	63
2021-01-06	C	Boston College	ACC	Duke	A	L, 83-82	L	83-82	83	82	82	83
2021-02-11	C	Colorado	P12	Stanford	A	W, 69-51	W	69-51	69	51	69	51
2021-03-06	C	Illinois	B10	Ohio St.	A	W, 73-68	W	73-68	73	68	73	68
2021-02-20	C	Mississippi St.	SEC	Mississippi	A	W, 66-56	W	66-56	66	56	66	56
2020-12-03	N	North Carolina St.	ACC	UMass Lowell	N	W, 90-59	W	90-59	90	59	90	59
2021-01-26	C	Oklahoma	B12	Texas	A	W, 80-79	W	80-79	80	79	80	79
2020-12-13	C	St. John's	BE	Georgetown	A	L, 97-94	L	97-94	97	94	94	97
2021-03-14	CT	Alabama	SEC	LSU	N	W, 80-79	W	80-79	80	79	80	79
2021-03-09	CT	Wake Forest	ACC	Notre Dame	N	L, 80-77	L	80-77	80	77	77	80
2021-02-27	C	Xavier	BE	Creighton	H	W, 77-69	W	77-69	77	69	77	69
2021-03-06	C	Notre Dame	ACC	Florida St.	H	W, 83-73	W	83-73	83	73	83	73
2021-01-12	C	Florida	SEC	Mississippi	H	W, 72-63	W	72-63	72	63	72	63
2021-03-29	T	Houston	Amer	Oregon St.	N	W, 67-61	W	67-61	67	61	67	61
2021-02-02	C	Wisconsin	B10	Penn St.	H	W, 72-56	W	72-56	72	56	72	56
2021-01-21	C	Indiana	B10	Iowa	A	W, 81-69	W	81-69	81	69	81	69
2021-02-23	C	Georgia	SEC	LSU	H	W, 91-78	W	91-78	91	78	91	78
2021-01-09	C	Rhode Island	A10	VCU	A	W, 83-68	W	83-68	83	68	83	68
2021-03-01	C	Nebraska	B10	Rutgers	H	W, 72-51	W	72-51	72	51	72	51
2021-01-23	C	SMU	Amer	UCF	A	W, 78-65	W	78-65	78	65	78	65
2021-01-12	C	North Carolina	ACC	Syracuse	H	W, 81-75	W	81-75	81	75	81	75
2021-01-07	C	USC	P12	Arizona	A	W, 87-73	W	87-73	87	73	87	73
2020-12-02	N	Providence	BE	Alabama	N	L, 88-71	L	88-71	88	71	71	88
2021-02-13	C	Missouri	SEC	Arkansas	H	L, 86-81	L	86-81	86	81	81	86
2021-03-03	C	USC	P12	Stanford	H	W, 79-42	W	79-42	79	42	79	42
2021-03-10	CT	Vanderbilt	SEC	Texas A&M	N	W, 79-68	W	79-68	79	68	79	68
2021-01-23	C	California	P12	USC	H	L, 76-68	L	76-68	76	68	68	76
2021-02-13	C	Auburn	SEC	Kentucky	A	L, 82-80	L	82-80	82	80	80	82
2021-02-13	C	Connecticut	BE	Xavier	A	W, 80-72	W	80-72	80	72	80	72
2020-12-15	C	Florida St.	ACC	Georgia Tech	H	W, 74-61	W	74-61	74	61	74	61
2020-11-27	N	Maryland	B10	Navy	H	W, 82-52	W	82-52	82	52	82	52
2021-01-03	C	Minnesota	B10	Ohio St.	H	W, 77-60	W	77-60	77	60	77	60
2021-01-06	C	Arkansas	SEC	Tennessee	A	L, 79-74	L	79-74	79	74	74	79
2021-01-30	N	Baylor	B12	Auburn	H	W, 84-72	W	84-72	84	72	84	72
2021-01-02	C	Florida	SEC	LSU	H	W, 83-79	W	83-79	83	79	83	79
2021-03-10	CT	Miami FL	ACC	Clemson	N	W, 67-64	W	67-64	67	64	67	64
2021-01-27	C	Florida St.	ACC	Miami FL	H	W, 81-59	W	81-59	81	59	81	59
2021-01-19	C	Syracuse	ACC	Miami FL	H	W, 83-57	W	83-57	83	57	83	57
2021-01-31	C	Ohio St.	B10	Michigan St.	H	W, 79-62	W	79-62	79	62	79	62
2020-12-01	N	Creighton	BE	Nebraska Omaha	H	W, 94-67	W	94-67	94	67	94	67
2021-02-27	C	Oklahoma	B12	Oklahoma St.	H	L, 94-90	L	94-90	94	90	90	94
2021-02-20	C	Georgetown	BE	Seton Hall	H	W, 81-75	W	81-75	81	75	81	75
2021-02-26	C	Cincinnati	Amer	Tulane	H	W, 91-71	W	91-71	91	71	91	71
2021-01-23	C	USC	P12	California	A	W, 76-68	W	76-68	76	68	76	68
2021-01-09	C	Duke	ACC	Wake Forest	H	W, 79-68	W	79-68	79	68	79	68
2020-11-25	N	Connecticut	BE	Central Connecticut	H	W, 102-75	W	102-75	102	75	102	75
2020-11-25	N	Providence	BE	Fairfield	H	W, 97-56	W	97-56	97	56	97	56
2021-02-17	C	UCF	Amer	South Florida	H	W, 81-65	W	81-65	81	65	81	65
2021-02-02	C	Kansas	B12	Kansas St.	H	W, 74-51	W	74-51	74	51	74	51
2021-02-20	C	Michigan St.	B10	Indiana	A	W, 78-71	W	78-71	78	71	78	71
2020-12-01	N	Virginia	ACC	St. Francis PA	H	W, 76-51	W	76-51	76	51	76	51
2021-03-09	CT	Notre Dame	ACC	Wake Forest	N	W, 80-77	W	80-77	80	77	80	77
2021-03-12	CT	USC	P12	Colorado	N	L, 72-70	L	72-70	72	70	70	72
2021-02-10	C	Tennessee	SEC	Georgia	H	W, 89-81	W	89-81	89	81	89	81
2021-03-07	C	Houston	Amer	Memphis	H	W, 67-64	W	67-64	67	64	67	64
2021-02-17	C	North Carolina St.	ACC	Pittsburgh	A	W, 74-73	W	74-73	74	73	74	73
2021-03-13	CT	Colorado	P12	Oregon St.	N	L, 70-68	L	70-68	70	68	68	70
2021-01-30	C	Colorado	P12	Utah	H	L, 77-74	L	77-74	77	74	74	77
2021-01-21	C	Arizona	P12	Arizona St.	A	W, 84-82	W	84-82	84	82	84	82
2021-02-13	C	Arkansas	SEC	Missouri	A	W, 86-81	W	86-81	86	81	86	81
2020-12-09	N	Clemson	ACC	Maryland	H	W, 67-51	W	67-51	67	51	67	51
2021-01-23	C	North Carolina	ACC	North Carolina St.	H	W, 86-76	W	86-76	86	76	86	76
2020-12-30	C	Richmond	A10	Davidson	A	W, 80-74	W	80-74	80	74	80	74
2020-12-08	N	Illinois	B10	Duke	A	W, 83-68	W	83-68	83	68	83	68
2021-02-17	C	Minnesota	B10	Indiana	A	L, 82-72	L	82-72	82	72	72	82
2021-01-12	C	Syracuse	ACC	North Carolina	A	L, 81-75	L	81-75	81	75	75	81
2021-01-13	C	North Carolina St.	ACC	Florida St.	A	L, 105-73	L	105-73	105	73	73	105
2021-02-20	C	Notre Dame	ACC	Syracuse	A	L, 75-67	L	75-67	75	67	67	75
2020-12-19	N	Villanova	BE	Saint Joseph's	H	W, 88-68	W	88-68	88	68	88	68
2021-03-02	C	Texas Tech	B12	TCU	H	W, 69-49	W	69-49	69	49	69	49
2020-12-23	N	Notre Dame	ACC	Bellarmine	H	W, 81-70	W	81-70	81	70	81	70
2020-11-30	N	Seton Hall	BE	Iona	H	W, 86-64	W	86-64	86	64	86	64
2021-03-01	C	Saint Louis	A10	Massachusetts	H	W, 78-57	W	78-57	78	57	78	57
2021-01-26	C	North Carolina	ACC	Pittsburgh	A	W, 75-65	W	75-65	75	65	75	65
2020-12-04	N	Mississippi St.	SEC	North Texas	H	W, 69-63	W	69-63	69	63	69	63
2021-02-27	C	Oklahoma St.	B12	Oklahoma	A	W, 94-90	W	94-90	94	90	94	90
2021-01-09	C	St. John's	BE	Creighton	A	L, 97-79	L	97-79	97	79	79	97
2021-03-11	CT	Georgetown	BE	Villanova	N	W, 72-71	W	72-71	72	71	72	71
2020-12-10	N	Mississippi	SEC	Jackson St.	H	W, 80-45	W	80-45	80	45	80	45
2021-01-23	C	Oregon St.	P12	Oregon	A	W, 75-64	W	75-64	75	64	75	64
2020-11-26	N	Villanova	BE	Arizona St.	N	W, 83-74	W	83-74	83	74	83	74
2020-11-26	N	Clemson	ACC	Purdue	N	W, 81-70	W	81-70	81	70	81	70
2021-01-02	C	Dayton	A10	George Mason	H	W, 74-65	W	74-65	74	65	74	65
2020-12-30	C	Mississippi St.	SEC	Georgia	A	W, 83-73	W	83-73	83	73	83	73
2021-01-16	C	North Carolina	ACC	Florida St.	A	L, 82-75	L	82-75	82	75	75	82
2021-03-11	CT	North Carolina	ACC	Virginia Tech	N	W, 81-73	W	81-73	81	73	81	73
2021-01-09	C	Oregon	P12	Utah	A	W, 79-73	W	79-73	79	73	79	73
