start_date,home_team,home_points,away_team,away_points
2021-09-03T00:00:00.000Z,Minnesota,31,Ohio State,45
2021-09-03T00:00:00.000Z,Tennessee,38,Bowling Green,6
2021-09-03T00:00:00.000Z,South Dakota Mines,34,Missouri S&T,31
2021-09-03T00:00:00.000Z,Southwest Minnesota State,21,Minnesota St-Moorhead,33
2021-09-03T00:00:00.000Z,Colorado Mines,42,Western Oregon,3
2021-09-03T00:00:00.000Z,Eastern New Mexico,24,Central Washington,66
2021-09-03T00:00:00.000Z,Nebraska-Kearney,38,Missouri Southern State,0
2021-09-03T00:00:00.000Z,Fort Hays State,7,Northwest Missouri State,15
2021-09-03T00:00:00.000Z,New Mexico,27,Houston Baptist,17
2021-09-03T00:00:00.000Z,Central Missouri State,16,Pittsburg State,35
2021-09-03T00:00:00.000Z,Colorado Mesa,40,William Jewell College,3
2021-09-03T00:00:00.000Z,Colorado State-Pueblo,6,Texas A&M-Commerce,12
2021-09-03T00:00:00.000Z,Kennesaw State,35,Reinhardt,25
2021-09-03T00:00:00.000Z,Winona State,47,Concordia-St. Paul,6
2021-09-03T00:00:00.000Z,Murray State,35,Mississippi Valley State,0
2021-09-03T00:00:00.000Z,Central Oklahoma,24,Missouri Western,20
2021-09-03T00:05:00.000Z,Florida International,48,Long Island University,10
2021-09-03T01:00:00.000Z,West Texas A&M,73,Texas College,0
2021-09-03T01:00:00.000Z,Northern Arizona,16,Sam Houston State,42
2021-09-03T02:00:00.000Z,UNLV,33,Eastern Washington,35
2021-09-03T02:30:00.000Z,Arizona State,41,Southern Utah,14
2021-09-03T22:00:00.000Z,Virginia Tech,17,North Carolina,10
2021-09-03T22:00:00.000Z,Central Connecticut,21,Southern Connecticut State,28
2021-09-03T22:00:00.000Z,Bentley,41,West Chester,17
2021-09-03T23:00:00.000Z,Wake Forest,42,Old Dominion,10
2021-09-03T23:00:00.000Z,Eastern Michigan,35,St Francis (PA),15
2021-09-03T23:00:00.000Z,Charlotte,31,Duke,28
2021-09-04T00:00:00.000Z,Kansas,17,South Dakota,14
2021-09-04T01:00:00.000Z,Colorado,35,Northern Colorado,7
2021-09-04T01:00:00.000Z,Colorado State,23,South Dakota State,42
2021-09-04T01:00:00.000Z,Northwestern,21,Michigan State,38
2021-09-04T16:00:00.000Z,Nebraska,52,Fordham,7
2021-09-04T16:00:00.000Z,Lehigh,3,Villanova,47
2021-09-04T16:00:00.000Z,Wisconsin,10,Penn State,16
2021-09-04T16:00:00.000Z,Michigan,47,Western Michigan,14
2021-09-04T16:00:00.000Z,Kentucky,45,Louisiana Monroe,10
2021-09-04T16:00:00.000Z,Georgia State,10,Army,43
2021-09-04T16:00:00.000Z,Kansas State,24,Stanford,7
2021-09-04T16:00:00.000Z,Rutgers,61,Temple,14
2021-09-04T16:00:00.000Z,Oklahoma,40,Tulane,35
2021-09-04T16:00:00.000Z,Davenport,14,Truman State,31
2021-09-04T16:00:00.000Z,Bluefield,14,Lawrence Tech,21
2021-09-04T16:00:00.000Z,Southwest Baptist,16,University of Texas of the Permian Basin,24
2021-09-04T16:00:00.000Z,Connecticut,28,Holy Cross,38
2021-09-04T16:00:00.000Z,Notre Dame College,42,Ashland,35
2021-09-04T16:00:00.000Z,Boston College,51,Colgate,0
2021-09-04T16:00:00.000Z,Shorter,38,Brevard College,14
2021-09-04T16:00:00.000Z,UVA-Wise,54,Virginia Lynchburg,0
2021-09-04T16:05:00.000Z,Kutztown,19,Assumption,0
2021-09-04T17:00:00.000Z,Shippensburg,25,WV State,17
2021-09-04T17:00:00.000Z,St. Augustine's,14,Tusculum,58
2021-09-04T17:00:00.000Z,New Haven,30,Franklin Pierce,14
2021-09-04T17:00:00.000Z,Catawba,37,Erskine,27
2021-09-04T17:00:00.000Z,MARIAN (IN,10,Tiffin,34
2021-09-04T17:00:00.000Z,McNeese,36,West Florida,42
2021-09-04T17:00:00.000Z,Merrimack,55,St. Anselm,23
2021-09-04T17:30:00.000Z,VMI,45,Davidson,24
2021-09-04T18:00:00.000Z,Furman,29,North Carolina A&T,18
2021-09-04T18:00:00.000Z,Oregon,31,Fresno State,24
2021-09-04T18:00:00.000Z,Richmond,38,Howard,14
2021-09-04T18:00:00.000Z,Elon,22,Wofford,24
2021-09-04T18:00:00.000Z,Augustana (SD),49,Minot State,0
2021-09-04T18:00:00.000Z,Arkansas,38,Rice,17
2021-09-04T18:00:00.000Z,McKendree,20,Northern Michigan,27
2021-09-04T18:00:00.000Z,Quincy,27,Midwestern State,48
2021-09-04T18:00:00.000Z,Fort Lewis,7,New Mexico Highlands,44
2021-09-04T18:00:00.000Z,Michigan Tech,14,Hillsdale,10
2021-09-04T18:00:00.000Z,Air Force,35,Lafayette,14
2021-09-04T18:00:00.000Z,Barton College,7,Newberry,31
2021-09-04T18:30:00.000Z,Stonehill,35,Bloomsburg,13
2021-09-04T19:00:00.000Z,Western State,23,Chadron State,10
2021-09-04T19:00:00.000Z,Idaho State,14,North Dakota,35
2021-09-04T19:30:00.000Z,Miami,13,Alabama,44
2021-09-04T19:30:00.000Z,Maryland,30,West Virginia,24
2021-09-04T19:30:00.000Z,Iowa,34,Indiana,6
2021-09-04T19:30:00.000Z,Navy,7,Marshall,49
2021-09-04T19:30:00.000Z,Cincinnati,49,Miami (OH),14
2021-09-04T19:30:00.000Z,North Dakota State,28,Albany,6
2021-09-04T20:00:00.000Z,San Diego,17,Cal Poly,28
2021-09-04T20:00:00.000Z,Morgan State,0,Towson,31
2021-09-04T20:00:00.000Z,Pittsburgh,51,UMass,7
2021-09-04T20:00:00.000Z,Missouri,34,Central Michigan,24
2021-09-04T20:00:00.000Z,Mississippi State,35,Louisiana Tech,34
2021-09-04T20:00:00.000Z,Delaware State,32,Bowie State,24
2021-09-04T20:00:00.000Z,Presbyterian College,84,St. Andrews,43
2021-09-04T20:00:00.000Z,Idaho,68,Simon Fraser,0
2021-09-04T20:00:00.000Z,Elizabeth City State,6,Fayetteville State,47
2021-09-04T20:00:00.000Z,Wyoming,19,Montana State,16
2021-09-04T20:30:00.000Z,Texas,38,Louisiana,18
2021-09-04T20:30:00.000Z,Iowa State,16,Northern Iowa,10
2021-09-04T21:00:00.000Z,USC,30,San José State,7
2021-09-04T22:00:00.000Z,Indiana Wesleyan,28,Valparaiso,10
2021-09-04T22:00:00.000Z,Rhode Island,45,Bryant,21
2021-09-04T22:00:00.000Z,James Madison,68,Morehead State,10
2021-09-04T22:00:00.000Z,Alabama State,14,Miles,13
2021-09-04T22:00:00.000Z,Sacred Heart,21,Bucknell,0
2021-09-04T22:00:00.000Z,Stetson,54,Warner,14
2021-09-04T22:00:00.000Z,Western Carolina,28,Eastern Kentucky,31
2021-09-04T22:00:00.000Z,Hampton,42,Virginia Union,28
2021-09-04T22:00:00.000Z,Mercyhurst,18,Alderson-Broaddus,3
2021-09-04T22:00:00.000Z,Clarion,26,Lake Erie College,31
2021-09-04T22:00:00.000Z,Georgia Southern,30,Gardner-Webb,25
2021-09-04T22:00:00.000Z,Livingstone,10,Clark Atlanta,13
2021-09-04T22:00:00.000Z,Benedict College,45,Allen,12
2021-09-04T22:00:00.000Z,Virginia State,7,Lenoir-Rhyne,48
2021-09-04T22:00:00.000Z,Lincoln (PA),0,Lock Haven,20
2021-09-04T22:00:00.000Z,Liberty,48,Campbell,7
2021-09-04T23:00:00.000Z,Auburn,60,Akron,10
2021-09-04T23:00:00.000Z,Houston,21,Texas Tech,38
2021-09-04T23:00:00.000Z,Ohio,9,Syracuse,29
2021-09-04T23:00:00.000Z,South Carolina,46,Eastern Illinois,0
2021-09-04T23:00:00.000Z,SMU,56,Abilene Christian,9
2021-09-04T23:00:00.000Z,Toledo,49,Norfolk State,10
2021-09-04T23:00:00.000Z,Oklahoma State,23,Missouri State,16
2021-09-04T23:00:00.000Z,Memphis,42,Nicholls,17
2021-09-04T23:00:00.000Z,Arkansas State,40,Central Arkansas,21
2021-09-04T23:00:00.000Z,Troy,55,Southern,3
2021-09-04T23:00:00.000Z,Middle Tennessee,50,Monmouth,15
2021-09-04T23:00:00.000Z,Texas State,20,Baylor,29
2021-09-04T23:00:00.000Z,Harding,28,East Central,0
2021-09-04T23:00:00.000Z,Arkansas-Pine Bluff,34,Lane,16
2021-09-04T23:00:00.000Z,Alabama A&M,42,South Carolina State,41
2021-09-04T23:00:00.000Z,Valdosta State,53,Savannah State,7
2021-09-04T23:00:00.000Z,Saginaw Valley,13,Texas A&M-Kingsville,9
2021-09-04T23:00:00.000Z,West Alabama,48,Morehouse,7
2021-09-04T23:00:00.000Z,North Greenville,37,Limestone,16
2021-09-04T23:00:00.000Z,St. Xavier (IL),10,Indianapolis,34
2021-09-04T23:00:00.000Z,Northeastern State,7,Emporia State,38
2021-09-04T23:00:00.000Z,Adams State,17,Western New Mexico,35
2021-09-04T23:00:00.000Z,North Alabama,28,Southeastern Louisiana,49
2021-09-04T23:00:00.000Z,Stephen F. Austin,20,Tarleton State,10
2021-09-04T23:00:00.000Z,Purdue,30,Oregon State,21
2021-09-04T23:30:00.000Z,Georgia Tech,21,Northern Illinois,22
2021-09-04T23:30:00.000Z,Illinois State,49,Butler,7
2021-09-04T23:30:00.000Z,Clemson,3,Georgia,10
2021-09-04T23:30:00.000Z,Illinois,30,UT San Antonio,37
2021-09-04T23:30:00.000Z,Virginia,43,William & Mary,0
2021-09-04T23:30:00.000Z,North Texas,44,Northwestern State,14
2021-09-04T23:30:00.000Z,Florida,35,Florida Atlantic,14
2021-09-05T00:00:00.000Z,TCU,45,Duquesne,3
2021-09-05T00:00:00.000Z,South Alabama,31,Southern Mississippi,7
2021-09-05T00:00:00.000Z,Vanderbilt,3,East Tennessee State,23
2021-09-05T00:00:00.000Z,Washington,7,Montana,13
2021-09-05T00:00:00.000Z,Texas A&M,41,Kent State,10
2021-09-05T00:00:00.000Z,Texas Southern,17,Prairie View,40
2021-09-05T00:30:00.000Z,UCLA,38,LSU,27
2021-09-05T01:00:00.000Z,UTEP,38,Bethune-Cookman,28
2021-09-05T01:00:00.000Z,Utah Tech,7,Sacramento State,19
2021-09-05T02:30:00.000Z,San Diego State,28,New Mexico State,10
2021-09-05T02:30:00.000Z,Arizona,16,BYU,24
2021-09-05T02:30:00.000Z,California,17,Nevada,22
2021-09-05T03:00:00.000Z,Washington State,23,Utah State,26
2021-09-05T03:59:00.000Z,Hawai'i,49,Portland State,35
2021-09-05T19:00:00.000Z,Florida A&M,6,Jackson State,7
2021-09-05T20:00:00.000Z,Grambling,16,Tennessee State,10
2021-09-05T23:00:00.000Z,Tuskegee,0,Fort Valley State,30
2021-09-05T23:30:00.000Z,Florida State,38,Notre Dame,41
2021-09-07T00:00:00.000Z,Ole Miss,43,Louisville,24
2021-12-04T19:00:00.000Z,James Madison,59,Southeastern Louisiana,20
2021-12-11T00:00:00.000Z,James Madison,28,Montana,6
2021-12-17T17:00:00.000Z,Toledo,24,Middle Tennessee,31
2021-12-17T23:00:00.000Z,Coastal Carolina,47,Northern Illinois,41
2021-12-18T00:00:00.000Z,North Central,24,Mary Hardin-Baylor,57
2021-12-18T02:15:00.000Z,North Dakota State,20,James Madison,14
2021-12-18T16:00:00.000Z,Appalachian State,38,Western Kentucky,59
2021-12-18T17:00:00.000Z,Jackson State,10,South Carolina State,31
2021-12-18T19:00:00.000Z,Montana State,31,South Dakota State,17
2021-12-18T19:15:00.000Z,Fresno State,31,UTEP,24
2021-12-18T20:30:00.000Z,BYU,28,UAB,31
2021-12-18T22:45:00.000Z,Liberty,56,Eastern Michigan,20
2021-12-19T00:30:00.000Z,Oregon State,13,Utah State,24
2021-12-19T02:00:00.000Z,Ferris State,58,Valdosta State,17
2021-12-19T02:15:00.000Z,Marshall,21,Louisiana,36
2021-12-20T19:30:00.000Z,Tulsa,30,Old Dominion,17
2021-12-21T20:30:00.000Z,Wyoming,52,Kent State,38
2021-12-22T00:30:00.000Z,San Diego State,38,UT San Antonio,24
2021-12-23T01:00:00.000Z,Army,24,Missouri,22
2021-12-23T20:30:00.000Z,Miami (OH),27,North Texas,14
2021-12-24T00:00:00.000Z,Florida,17,UCF,29
2021-12-25T19:30:00.000Z,Ball State,20,Georgia State,51
2021-12-27T16:00:00.000Z,Nevada,24,Western Michigan,52
2021-12-28T17:00:00.000Z,Auburn,13,Houston,17
2021-12-28T20:15:00.000Z,Louisville,28,Air Force,31
2021-12-28T23:45:00.000Z,Texas Tech,34,Mississippi State,7
2021-12-29T03:15:00.000Z,Minnesota,18,West Virginia,6
2021-12-29T19:15:00.000Z,Virginia Tech,10,Maryland,54
2021-12-29T22:45:00.000Z,Iowa State,13,Clemson,20
2021-12-30T02:15:00.000Z,Oklahoma,47,Oregon,32
2021-12-30T16:30:00.000Z,South Carolina,38,North Carolina,21
2021-12-30T20:00:00.000Z,Purdue,48,Tennessee,45
2021-12-31T00:00:00.000Z,Michigan State,31,Pittsburgh,21
2021-12-31T03:30:00.000Z,Arizona State,13,Wisconsin,20
2021-12-31T16:00:00.000Z,Rutgers,10,Wake Forest,38
2021-12-31T17:00:00.000Z,Central Michigan,24,Washington State,21
2021-12-31T20:30:00.000Z,Alabama,27,Cincinnati,6
2022-01-01T00:30:00.000Z,Michigan,11,Georgia,34
2022-01-01T17:00:00.000Z,Arkansas,24,Penn State,10
2022-01-01T18:00:00.000Z,Kentucky,20,Iowa,17
2022-01-01T18:00:00.000Z,Notre Dame,35,Oklahoma State,37
2022-01-01T22:00:00.000Z,Ohio State,48,Utah,45
2022-01-02T01:45:00.000Z,Ole Miss,7,Baylor,21
2022-01-05T02:00:00.000Z,Kansas State,42,LSU,20
2022-01-08T17:00:00.000Z,North Dakota State,38,Montana State,10
2022-01-11T01:00:00.000Z,Alabama,18,Georgia,33
2021-09-09T23:00:00.000Z,Washburn,29,Central Missouri State,10
2021-09-09T23:00:00.000Z,Wheeling Jesuit,15,Notre Dame College,31
2021-09-09T23:00:00.000Z,Charleston (WV),27,Fairmont State,6
2021-09-09T23:00:00.000Z,Mars Hill,50,Virginia Lynchburg,14
2021-09-09T23:00:00.000Z,Glenville State,17,Concord,10
2021-09-09T23:30:00.000Z,Benedict College,44,Edward Waters,3
2021-09-10T00:00:00.000Z,Missouri Western,38,Fort Hays State,31
2021-09-10T23:00:00.000Z,Pace,33,American International,40
2021-09-10T23:30:00.000Z,Coastal Carolina,49,Kansas,22
2021-09-11T00:00:00.000Z,Duke,45,North Carolina A&T,17
2021-09-11T01:30:00.000Z,Boise State,54,UTEP,13
2021-09-11T02:20:00.000Z,Utah State,48,North Dakota,24
2021-09-11T15:00:00.000Z,Virginia,42,Illinois,14
2021-09-11T15:30:00.000Z,Army,38,Western Kentucky,35
2021-09-11T15:30:00.000Z,Kent State,60,VMI,10
2021-09-11T16:00:00.000Z,Tennessee,34,Pittsburgh,41
2021-09-11T16:00:00.000Z,East Carolina,17,South Carolina,20
2021-09-11T16:00:00.000Z,Georgia Tech,45,Kennesaw State,17
2021-09-11T16:00:00.000Z,Michigan State,42,Youngstown State,14
2021-09-11T16:00:00.000Z,Wake Forest,41,Norfolk State,16
2021-09-11T16:00:00.000Z,Auburn,62,Alabama State,0
2021-09-11T16:00:00.000Z,Edinboro,9,Shippensburg,30
2021-09-11T16:00:00.000Z,Gannon,26,Shepherd,56
2021-09-11T16:00:00.000Z,Mercyhurst,10,West Chester,56
2021-09-11T16:00:00.000Z,Northwestern,24,Indiana State,6
2021-09-11T16:00:00.000Z,Oklahoma State,28,Tulsa,23
2021-09-11T16:00:00.000Z,Minnesota,31,Miami (OH),26
2021-09-11T16:00:00.000Z,Ohio State,28,Oregon,35
2021-09-11T17:00:00.000Z,South Florida,20,Florida,42
2021-09-11T17:00:00.000Z,Bowie State,28,Saginaw Valley,19
2021-09-11T17:00:00.000Z,Colgate,3,Stony Brook,24
2021-09-11T17:00:00.000Z,Dayton,17,Eastern Illinois,10
2021-09-11T17:00:00.000Z,Tiffin,40,Northwood (MI),6
2021-09-11T17:00:00.000Z,Northern Michigan,10,UW-Oshkosh,28
2021-09-11T17:00:00.000Z,Lincoln (PA),7,Central State,19
2021-09-11T17:00:00.000Z,Wayne State (MI),9,Truman State,27
2021-09-11T17:00:00.000Z,Tulane,69,Morgan State,20
2021-09-11T17:00:00.000Z,Ohio Dominican,10,Virginia State,7
2021-09-11T17:00:00.000Z,Assumption,28,Bentley,40
2021-09-11T17:00:00.000Z,Erskine,25,Barton College,38
2021-09-11T17:00:00.000Z,California (PA),59,Lock Haven,0
2021-09-11T17:00:00.000Z,Kentucky State,25,Kentucky Wesleyan,26
2021-09-11T17:00:00.000Z,Tusculum,38,Chowan,46
2021-09-11T17:00:00.000Z,Alderson-Broaddus,0,West Liberty,24
2021-09-11T17:00:00.000Z,Minnesota St-Moorhead,13,Winona State,27
2021-09-11T17:00:00.000Z,Concordia-St. Paul,24,Upper Iowa,6
2021-09-11T17:00:00.000Z,Clarion,17,Millersville,21
2021-09-11T17:00:00.000Z,Franklin Pierce,20,Lake Erie College,31
2021-09-11T17:10:00.000Z,Michigan Tech,9,St. Thomas (MN),12
2021-09-11T17:30:00.000Z,Northern Illinois,43,Wyoming,50
2021-09-11T17:30:00.000Z,Elizabeth City State,27,Bluefield,35
2021-09-11T18:00:00.000Z,Virginia Tech,35,Middle Tennessee,14
2021-09-11T18:00:00.000Z,Colorado Mines,31,New Mexico Highlands,21
2021-09-11T18:00:00.000Z,Western New Mexico,14,Western State,49
2021-09-11T18:00:00.000Z,Quincy,59,Iowa Wesleyan,27
2021-09-11T18:00:00.000Z,WV State,21,Frostburg State,34
2021-09-11T18:00:00.000Z,Southern Nazarene,3,Ouachita Baptist,41
2021-09-11T18:00:00.000Z,Tuskegee,7,West Alabama,33
2021-09-11T18:00:00.000Z,Indiana (PA),29,Kutztown,26
2021-09-11T18:00:00.000Z,Morehead State,62,Point University,9
2021-09-11T18:00:00.000Z,Ohio,26,Duquesne,28
2021-09-11T18:00:00.000Z,South Dakota,34,Northern Arizona,7
2021-09-11T18:00:00.000Z,Syracuse,7,Rutgers,17
2021-09-11T18:00:00.000Z,The Citadel,21,Charleston Southern,38
2021-09-11T18:00:00.000Z,Richmond,31,Lehigh,3
2021-09-11T18:00:00.000Z,Delaware State,14,Georgetown,20
2021-09-11T18:00:00.000Z,Holy Cross,21,Merrimack,35
2021-09-11T18:30:00.000Z,Notre Dame,32,Toledo,29
2021-09-11T18:30:00.000Z,Tennessee Tech,0,Furman,26
2021-09-11T19:00:00.000Z,Connecticut,0,Purdue,49
2021-09-11T19:00:00.000Z,Missouri Southern State,17,Northeastern State,21
2021-09-11T19:00:00.000Z,Missouri S&T,71,Arkansas Baptist,0
2021-09-11T19:00:00.000Z,Central Michigan,45,Robert Morris,0
2021-09-11T19:00:00.000Z,Bemidji State,38,Wayne State (NE),28
2021-09-11T19:00:00.000Z,Chadron State,24,Angelo State,28
2021-09-11T19:00:00.000Z,University of Mary,20,Augustana (SD),43
2021-09-11T19:00:00.000Z,Wagner,19,Central Connecticut,21
2021-09-11T19:30:00.000Z,Nebraska,28,Buffalo,3
2021-09-11T19:30:00.000Z,Penn State,44,Ball State,13
2021-09-11T19:30:00.000Z,Navy,3,Air Force,23
2021-09-11T19:30:00.000Z,TCU,34,California,32
2021-09-11T19:30:00.000Z,Florida Atlantic,38,Georgia Southern,6
2021-09-11T19:30:00.000Z,North Dakota State,64,Valparaiso,0
2021-09-11T19:30:00.000Z,Colorado,7,Texas A&M,10
2021-09-11T19:30:00.000Z,Georgia,56,UAB,7
2021-09-11T19:30:00.000Z,UMass,28,Boston College,45
2021-09-11T19:30:00.000Z,Akron,24,Temple,45
2021-09-11T19:30:00.000Z,Cincinnati,42,Murray State,7
2021-09-11T20:00:00.000Z,San Diego,7,UC Davis,53
2021-09-11T20:00:00.000Z,Eastern Washington,63,Central Washington,14
2021-09-11T20:00:00.000Z,Linfield,56,Simon Fraser,20
2021-09-11T20:00:00.000Z,Presbyterian College,68,UFTL,3
2021-09-11T20:00:00.000Z,Clark Atlanta,26,Lane,35
2021-09-11T20:00:00.000Z,James Madison,55,Maine,7
2021-09-11T20:00:00.000Z,Alabama,48,Mercer,14
2021-09-11T20:00:00.000Z,Bowling Green,19,South Alabama,22
2021-09-11T20:30:00.000Z,Iowa State,17,Iowa,27
2021-09-11T21:00:00.000Z,West Virginia,66,Long Island University,0
2021-09-11T21:00:00.000Z,Clemson,49,South Carolina State,3
2021-09-11T21:00:00.000Z,Virginia Union,7,Valdosta State,51
2021-09-11T21:00:00.000Z,Western Michigan,28,Illinois State,0
2021-09-11T22:00:00.000Z,West Georgia,47,Morehouse,0
2021-09-11T22:00:00.000Z,Campbell,23,Elon,24
2021-09-11T22:00:00.000Z,Delaware,27,St Francis (PA),10
2021-09-11T22:00:00.000Z,New Hampshire,26,Towson,14
2021-09-11T22:00:00.000Z,Butler,49,DePauw,24
2021-09-11T22:00:00.000Z,William & Mary,24,Lafayette,3
2021-09-11T22:00:00.000Z,Villanova,55,Bucknell,3
2021-09-11T22:00:00.000Z,Stetson,49,Ave Maria,16
2021-09-11T22:00:00.000Z,Fordham,23,Monmouth,26
2021-09-11T22:00:00.000Z,Florida A&M,34,Fort Valley State,7
2021-09-11T22:00:00.000Z,Savannah State,50,Livingstone,6
2021-09-11T22:00:00.000Z,Wingate,40,Fayetteville State,21
2021-09-11T22:00:00.000Z,Charlotte,38,Gardner-Webb,10
2021-09-11T22:00:00.000Z,Johnson C Smith,19,Allen,20
2021-09-11T22:00:00.000Z,Washington State,44,Portland State,24
2021-09-11T22:00:00.000Z,Seton Hill College,13,Bloomsburg,7
2021-09-11T22:00:00.000Z,Newberry,14,North Greenville,24
2021-09-11T22:00:00.000Z,UT San Antonio,54,Lamar,0
2021-09-11T22:00:00.000Z,Slippery Rock,22,East Stroudsburg,7
2021-09-11T22:00:00.000Z,Stonehill,54,Southern Connecticut State,21
2021-09-11T22:00:00.000Z,Findlay,34,UNC Pembroke,28
2021-09-11T22:30:00.000Z,UCF,63,Bethune-Cookman,14
2021-09-11T22:30:00.000Z,Marshall,44,North Carolina Central,10
2021-09-11T22:30:00.000Z,Rice,7,Houston,44
2021-09-11T23:00:00.000Z,Mississippi State,24,NC State,10
2021-09-11T23:00:00.000Z,Catawba,28,Winston-Salem,6
2021-09-11T23:00:00.000Z,East Central,13,Arkansas Tech,10
2021-09-11T23:00:00.000Z,Oklahoma Baptist,45,Arkansas-Monticello,20
2021-09-11T23:00:00.000Z,Southeastern Oklahoma,32,Harding,31
2021-09-11T23:00:00.000Z,Henderson State,55,Northwestern Oklahoma State,7
2021-09-11T23:00:00.000Z,Southern Arkansas,42,Southwestern Oklahoma,27
2021-09-11T23:00:00.000Z,Delta State,45,McKendree,17
2021-09-11T23:00:00.000Z,West Florida,63,Southwest Baptist,14
2021-09-11T23:00:00.000Z,Ashland,19,Ferris State,45
2021-09-11T23:00:00.000Z,Bryant,17,Sacred Heart,6
2021-09-11T23:00:00.000Z,Abilene Christian,62,Louisiana College,7
2021-09-11T23:00:00.000Z,Southern,41,Miles,24
2021-09-11T23:00:00.000Z,South Dakota State,52,Lindenwood,7
2021-09-11T23:00:00.000Z,Alcorn State,13,Northwestern State,10
2021-09-11T23:00:00.000Z,UT Martin,33,Samford,27
2021-09-11T23:00:00.000Z,Jackson State,38,Tennessee State,16
2021-09-11T23:00:00.000Z,Davidson,28,Shaw,26
2021-09-11T23:00:00.000Z,Albany,14,Rhode Island,16
2021-09-11T23:00:00.000Z,North Alabama,0,Chattanooga,20
2021-09-11T23:00:00.000Z,Houston Baptist,13,Northern Colorado,45
2021-09-11T23:00:00.000Z,Grand Valley State,34,Colorado State-Pueblo,14
2021-09-11T23:00:00.000Z,Albany State (GA),28,Shorter,12
2021-09-11T23:00:00.000Z,Northern State,30,Southwest Minnesota State,13
2021-09-11T23:00:00.000Z,South Dakota Mines,52,Mayville State,7
2021-09-11T23:00:00.000Z,University of Texas of the Permian Basin,42,West Texas A&M,31
2021-09-11T23:00:00.000Z,Minnesota-Duluth,30,Minnesota State,10
2021-09-11T23:00:00.000Z,Hillsdale,31,Indianapolis,35
