start_date,home_team,home_points,away_team,away_points
2021-09-11T23:00:00.000Z,Texas A&M-Commerce,30,Midwestern State,31
2021-09-11T23:00:00.000Z,Arkansas State,50,Memphis,55
2021-09-11T23:00:00.000Z,Troy,13,Liberty,21
2021-09-11T23:00:00.000Z,Arkansas,40,Texas,21
2021-09-11T23:00:00.000Z,New Mexico,34,New Mexico State,25
2021-09-11T23:00:00.000Z,SMU,35,North Texas,12
2021-09-11T23:00:00.000Z,Louisiana,27,Nicholls,24
2021-09-11T23:00:00.000Z,Miami,25,Appalachian State,23
2021-09-11T23:00:00.000Z,Wisconsin,34,Eastern Michigan,7
2021-09-11T23:00:00.000Z,Tarleton State,54,Fort Lewis,7
2021-09-11T23:00:00.000Z,Sam Houston State,52,Southeast Missouri State,14
2021-09-11T23:00:00.000Z,Florida International,17,Texas State,23
2021-09-11T23:00:00.000Z,Louisville,30,Eastern Kentucky,3
2021-09-11T23:00:00.000Z,Texas Tech,28,Stephen F. Austin,22
2021-09-11T23:00:00.000Z,Oklahoma,76,Western Carolina,0
2021-09-11T23:00:00.000Z,Kansas State,31,Southern Illinois,23
2021-09-11T23:00:00.000Z,Baylor,66,Texas Southern,7
2021-09-11T23:00:00.000Z,Southern Mississippi,37,Grambling,0
2021-09-11T23:00:00.000Z,Old Dominion,47,Hampton,7
2021-09-11T23:00:00.000Z,Louisiana Tech,45,Southeastern Louisiana,42
2021-09-11T23:30:00.000Z,North Carolina,59,Georgia State,17
2021-09-11T23:30:00.000Z,Indiana,56,Idaho,14
2021-09-11T23:30:00.000Z,Maryland,62,Howard,0
2021-09-11T23:30:00.000Z,East Tennessee State,45,UVA-Wise,14
2021-09-11T23:30:00.000Z,Ole Miss,54,Austin Peay,17
2021-09-11T23:30:00.000Z,Kentucky,35,Missouri,28
2021-09-12T00:00:00.000Z,Emporia State,31,Central Oklahoma,21
2021-09-12T00:00:00.000Z,Missouri State,43,Central Arkansas,34
2021-09-12T00:00:00.000Z,Michigan,31,Washington,10
2021-09-12T00:00:00.000Z,Texas A&M-Kingsville,24,Western Oregon,10
2021-09-12T00:00:00.000Z,Pittsburg State,17,Nebraska-Kearney,28
2021-09-12T00:00:00.000Z,Eastern New Mexico,42,Adams State,14
2021-09-12T00:00:00.000Z,Montana State,45,Drake,7
2021-09-12T00:00:00.000Z,Montana,42,Western Illinois,7
2021-09-12T00:00:00.000Z,Incarnate Word,40,Prairie View,9
2021-09-12T00:00:00.000Z,Florida State,17,Jacksonville State,20
2021-09-12T00:00:00.000Z,LSU,34,McNeese,7
2021-09-12T01:00:00.000Z,Sacramento State,16,Northern Iowa,34
2021-09-12T02:00:00.000Z,Colorado State,21,Vanderbilt,24
2021-09-12T02:00:00.000Z,Utah Tech,3,Weber State,41
2021-09-12T02:00:00.000Z,Arizona,14,San Diego State,38
2021-09-12T02:00:00.000Z,Fresno State,63,Cal Poly,10
2021-09-12T02:15:00.000Z,BYU,26,Utah,17
2021-09-12T02:30:00.000Z,Arizona State,37,UNLV,10
2021-09-12T02:30:00.000Z,USC,28,Stanford,42
2021-09-12T02:30:00.000Z,Nevada,49,Idaho State,10
2021-09-12T03:00:00.000Z,Oregon State,45,Hawai'i,27
2021-09-16T17:00:00.000Z,Frostburg State,30,Charleston (WV),24
2021-09-16T23:30:00.000Z,Bethune-Cookman,27,Alabama A&M,30
2021-09-17T00:00:00.000Z,Louisiana,49,Ohio,14
2021-09-17T23:00:00.000Z,Southern Connecticut State,34,St. Anselm,31
2021-09-17T23:30:00.000Z,Louisville,42,UCF,35
2021-09-18T01:00:00.000Z,Illinois,17,Maryland,20
2021-09-18T16:00:00.000Z,Howard,32,Hampton,48
2021-09-18T16:00:00.000Z,Yale,17,Holy Cross,20
2021-09-18T16:00:00.000Z,Central Connecticut,10,Southeastern Louisiana,56
2021-09-18T16:00:00.000Z,Temple,3,Boston College,28
2021-09-18T16:00:00.000Z,Kentucky,28,Chattanooga,23
2021-09-18T16:00:00.000Z,Miami,17,Michigan State,38
2021-09-18T16:00:00.000Z,Indiana,24,Cincinnati,38
2021-09-18T16:00:00.000Z,Pittsburgh,41,Western Michigan,44
2021-09-18T16:00:00.000Z,Texas A&M,34,New Mexico,0
2021-09-18T16:00:00.000Z,Maine,31,Merrimack,26
2021-09-18T16:00:00.000Z,Syracuse,62,Albany,24
2021-09-18T16:00:00.000Z,Clark Atlanta,17,Shorter,38
2021-09-18T16:00:00.000Z,West Chester,41,Edinboro,37
2021-09-18T16:00:00.000Z,Army,52,Connecticut,21
2021-09-18T16:00:00.000Z,Oklahoma,23,Nebraska,16
2021-09-18T16:00:00.000Z,Michigan,63,Northern Illinois,10
2021-09-18T16:00:00.000Z,Buffalo,25,Coastal Carolina,28
2021-09-18T16:00:00.000Z,West Virginia,27,Virginia Tech,21
2021-09-18T16:00:00.000Z,Lehigh,0,Princeton,32
2021-09-18T16:00:00.000Z,St Francis (PA),39,Wagner,24
2021-09-18T16:00:00.000Z,Tennessee,56,Tennessee Tech,0
2021-09-18T16:00:00.000Z,Missouri,59,Southeast Missouri State,28
2021-09-18T16:05:00.000Z,Kutztown,14,Seton Hill College,3
2021-09-18T16:30:00.000Z,Lafayette,13,New Hampshire,19
2021-09-18T16:30:00.000Z,Brown,24,Rhode Island,45
2021-09-18T16:30:00.000Z,Georgetown,9,Harvard,44
2021-09-18T17:00:00.000Z,Sacred Heart,21,Morgan State,7
2021-09-18T17:00:00.000Z,Truman State,38,Hillsdale,24
2021-09-18T17:00:00.000Z,Shaw,52,Central State,0
2021-09-18T17:00:00.000Z,New Haven,13,Bowie State,27
2021-09-18T17:00:00.000Z,Clarion,33,Shippensburg,62
2021-09-18T17:00:00.000Z,California (PA),30,Millersville,0
2021-09-18T17:00:00.000Z,Mars Hill,44,UVA-Wise,9
2021-09-18T17:00:00.000Z,Colorado,0,Minnesota,30
2021-09-18T17:00:00.000Z,Colgate,7,William & Mary,27
2021-09-18T17:00:00.000Z,Columbia,37,Marist,14
2021-09-18T17:00:00.000Z,Northern Michigan,20,Davenport,14
2021-09-18T17:00:00.000Z,Fairmont State,23,WV State,30
2021-09-18T17:00:00.000Z,Wheeling Jesuit,28,Alderson-Broaddus,6
2021-09-18T17:00:00.000Z,Chowan,49,Erskine,19
2021-09-18T17:00:00.000Z,Catawba,17,Barton College,10
2021-09-18T17:00:00.000Z,William Jewell College,25,Ohio Dominican,35
2021-09-18T17:00:00.000Z,Carson-Newman,3,Wingate,25
2021-09-18T17:00:00.000Z,Assumption,32,Pace,21
2021-09-18T17:05:00.000Z,East Stroudsburg,17,Mercyhurst,7
2021-09-18T18:00:00.000Z,Bloomsburg,31,Gannon,27
2021-09-18T18:00:00.000Z,Central Missouri State,7,Northwest Missouri State,47
2021-09-18T18:00:00.000Z,Sioux Falls,50,Concordia-St. Paul,14
2021-09-18T18:00:00.000Z,Fort Valley State,24,Lane,27
2021-09-18T18:00:00.000Z,Winona State,23,Minnesota-Duluth,29
2021-09-18T18:00:00.000Z,Augustana (SD),43,Minnesota St-Moorhead,17
2021-09-18T18:00:00.000Z,Morehouse,14,Miles,37
2021-09-18T18:00:00.000Z,Southwest Baptist,41,Findlay,62
2021-09-18T18:00:00.000Z,Missouri S&T,51,Wayne State (MI),45
2021-09-18T18:00:00.000Z,McKendree,10,Lake Erie College,17
2021-09-18T18:00:00.000Z,Indiana (PA),21,Shepherd,37
2021-09-18T18:00:00.000Z,New Mexico Highlands,37,Colorado Mesa,56
2021-09-18T18:00:00.000Z,Fort Lewis,0,Colorado Mines,76
2021-09-18T18:00:00.000Z,Concord,28,WV Wesleyan,25
2021-09-18T18:00:00.000Z,Cornell,21,VMI,31
2021-09-18T18:00:00.000Z,Valparaiso,18,Dartmouth,28
2021-09-18T18:00:00.000Z,Nebraska-Kearney,28,Washburn,24
2021-09-18T18:00:00.000Z,Eastern New Mexico,10,Texas A&M-Kingsville,36
2021-09-18T18:00:00.000Z,Quincy,38,Walsh,17
2021-09-18T18:00:00.000Z,Kansas State,38,Nevada,17
2021-09-18T18:00:00.000Z,West Liberty,10,Notre Dame College,51
2021-09-18T18:00:00.000Z,Tuskegee,23,Edward Waters,6
2021-09-18T18:00:00.000Z,Bentley,24,Stonehill,14
2021-09-18T18:30:00.000Z,Notre Dame,27,Purdue,13
2021-09-18T18:30:00.000Z,Western Carolina,37,Samford,42
2021-09-18T19:00:00.000Z,Montana State,52,San Diego,10
2021-09-18T19:00:00.000Z,Austin Peay,59,Morehead State,35
2021-09-18T19:00:00.000Z,Tennessee State,41,Kentucky State,7
2021-09-18T19:00:00.000Z,Mississippi College,63,UFTL,0
2021-09-18T19:00:00.000Z,Colorado State-Pueblo,19,Black Hills State,16
2021-09-18T19:00:00.000Z,Grand Valley State,45,Wisconsin-La Crosse,24
2021-09-18T19:00:00.000Z,Tusculum,24,Limestone,21
2021-09-18T19:30:00.000Z,Louisiana Tech,37,SMU,39
2021-09-18T19:30:00.000Z,Ohio State,41,Tulsa,20
2021-09-18T19:30:00.000Z,Iowa,30,Kent State,7
2021-09-18T19:30:00.000Z,Wake Forest,35,Florida State,14
2021-09-18T19:30:00.000Z,Clemson,14,Georgia Tech,8
2021-09-18T19:30:00.000Z,Kansas,7,Baylor,45
2021-09-18T19:30:00.000Z,UMass,28,Eastern Michigan,42
2021-09-18T19:30:00.000Z,Washington State,14,USC,45
2021-09-18T19:30:00.000Z,Florida,29,Alabama,31
2021-09-18T19:30:00.000Z,Miami (OH),42,Long Island University,7
2021-09-18T19:30:00.000Z,Oregon State,42,Idaho,0
2021-09-18T19:30:00.000Z,Appalachian State,44,Elon,10
2021-09-18T19:30:00.000Z,Villanova,34,Richmond,27
2021-09-18T19:30:00.000Z,Akron,35,Bryant,14
2021-09-18T19:30:00.000Z,Rutgers,45,Delaware,13
2021-09-18T20:00:00.000Z,California,42,Sacramento State,30
2021-09-18T20:00:00.000Z,Arkansas,45,Georgia Southern,10
2021-09-18T20:00:00.000Z,Western Illinois,56,Eastern Washington,62
2021-09-18T20:00:00.000Z,Toledo,6,Colorado State,22
2021-09-18T20:00:00.000Z,Wyoming,45,Ball State,12
2021-09-18T20:00:00.000Z,Memphis,31,Mississippi State,29
2021-09-18T20:00:00.000Z,Duke,30,Northwestern,23
2021-09-18T20:00:00.000Z,Northern Colorado,10,Lamar,17
2021-09-18T20:15:00.000Z,Washington,52,Arkansas State,3
2021-09-18T21:00:00.000Z,Portland State,21,Western Oregon,7
2021-09-18T21:00:00.000Z,North Dakota,38,Drake,0
2021-09-18T21:00:00.000Z,Minnesota State,45,Bemidji State,24
2021-09-18T21:00:00.000Z,Northern Iowa,44,St. Thomas (MN),3
2021-09-18T21:00:00.000Z,Bowling Green,27,Murray State,10
2021-09-18T22:00:00.000Z,Towson,7,North Dakota State,35
2021-09-18T22:00:00.000Z,Campbell,72,Presbyterian College,0
2021-09-18T22:00:00.000Z,Charleston Southern,14,Monmouth,41
2021-09-18T22:00:00.000Z,North Carolina Central,20,Winston-Salem,13
2021-09-18T22:00:00.000Z,Florida Atlantic,45,Fordham,14
2021-09-18T22:00:00.000Z,Bucknell,6,Pennsylvania,30
2021-09-18T22:00:00.000Z,Norfolk State,63,Elizabeth City State,26
2021-09-18T22:00:00.000Z,The Citadel,45,North Greenville,13
2021-09-18T22:00:00.000Z,Gardner-Webb,56,Lincoln (PA),0
2021-09-18T22:00:00.000Z,Wofford,10,Kennesaw State,31
2021-09-18T22:00:00.000Z,Indianapolis,17,Tiffin,20
2021-09-18T22:00:00.000Z,Newberry,28,Lenoir-Rhyne,21
2021-09-18T22:00:00.000Z,Johnson C Smith,12,Bluefield,20
2021-09-18T22:00:00.000Z,Franklin Pierce,19,American International,38
2021-09-18T22:00:00.000Z,UT San Antonio,27,Middle Tennessee,13
2021-09-18T22:00:00.000Z,Allen,34,Livingstone,32
2021-09-18T22:00:00.000Z,Marshall,38,East Carolina,42
2021-09-18T22:00:00.000Z,Liberty,45,Old Dominion,17
2021-09-18T22:00:00.000Z,Virginia Union,49,Virginia Lynchburg,7
2021-09-18T22:00:00.000Z,Savannah State,41,Benedict College,34
2021-09-18T22:00:00.000Z,West Georgia,27,Delta State,26
2021-09-18T22:00:00.000Z,UNC Pembroke,36,Glenville State,22
2021-09-18T22:00:00.000Z,Slippery Rock,57,Lock Haven,7
2021-09-18T23:00:00.000Z,Missouri Western,38,Emporia State,37
2021-09-18T23:00:00.000Z,San Diego State,33,Utah,31
2021-09-18T23:00:00.000Z,Southern Mississippi,9,Troy,21
2021-09-18T23:00:00.000Z,Texas Tech,54,Florida International,21
2021-09-18T23:00:00.000Z,Georgia State,20,Charlotte,9
2021-09-18T23:00:00.000Z,Georgia,40,South Carolina,13
2021-09-18T23:00:00.000Z,Wayne State (NE),48,Minot State,0
2021-09-18T23:00:00.000Z,Northeastern State,13,Pittsburg State,48
2021-09-18T23:00:00.000Z,Southwest Minnesota State,23,University of Mary,45
2021-09-18T23:00:00.000Z,Angelo State,17,Midwestern State,35
2021-09-18T23:00:00.000Z,Upper Iowa,22,Northern State,40
2021-09-18T23:00:00.000Z,Texas A&M-Commerce,17,West Florida,35
2021-09-18T23:00:00.000Z,Valdosta State,21,Albany State (GA),3
2021-09-18T23:00:00.000Z,Ferris State,47,Saginaw Valley,45
2021-09-18T23:00:00.000Z,Southeastern Oklahoma,37,Southwestern Oklahoma,28
2021-09-18T23:00:00.000Z,Oklahoma Baptist,56,Northwestern Oklahoma State,42
2021-09-18T23:00:00.000Z,Southern Arkansas,6,Harding,37
2021-09-18T23:00:00.000Z,East Central,40,Southern Nazarene,13
2021-09-18T23:00:00.000Z,Arkansas-Monticello,18,Henderson State,58
2021-09-18T23:00:00.000Z,Ouachita Baptist,38,Arkansas Tech,24
2021-09-18T23:00:00.000Z,Northwestern State,10,UT Martin,35
2021-09-18T23:00:00.000Z,Eastern Kentucky,21,Indiana State,23
2021-09-18T23:00:00.000Z,Central Arkansas,45,Arkansas-Pine Bluff,23
2021-09-18T23:00:00.000Z,Tarleton State,35,Southern Utah,40
2021-09-18T23:00:00.000Z,Eastern Illinois,24,Illinois State,31
2021-09-18T23:00:00.000Z,Southern Illinois,55,Dayton,3
2021-09-18T23:00:00.000Z,Taylor,24,Butler,77
2021-09-18T23:00:00.000Z,Prairie View,37,Houston Baptist,27
2021-09-18T23:00:00.000Z,Southern,24,McNeese,31
2021-09-18T23:00:00.000Z,Stephen F. Austin,58,Mississippi Valley State,13
2021-09-18T23:00:00.000Z,Abilene Christian,34,University of Texas of the Permian Basin,9
2021-09-18T23:00:00.000Z,South Florida,38,Florida A&M,17
2021-09-18T23:00:00.000Z,Houston,45,Grambling,0
2021-09-18T23:00:00.000Z,Texas State,34,Incarnate Word,42
2021-09-18T23:00:00.000Z,Jacksonville State,27,North Alabama,24
2021-09-18T23:30:00.000Z,Oregon,48,Stony Brook,7
2021-09-18T23:30:00.000Z,East Tennessee State,38,Delaware State,6
2021-09-18T23:30:00.000Z,Penn State,28,Auburn,20
2021-09-18T23:30:00.000Z,NC State,45,Furman,7
2021-09-18T23:30:00.000Z,Air Force,45,Utah State,49
2021-09-18T23:30:00.000Z,LSU,49,Central Michigan,21
2021-09-18T23:30:00.000Z,North Texas,6,UAB,40
2021-09-18T23:30:00.000Z,North Carolina,59,Virginia,39
2021-09-19T00:00:00.000Z,Fort Hays State,72,Lincoln (MO),0
2021-09-19T00:00:00.000Z,West Texas A&M,42,Western New Mexico,14
2021-09-19T00:00:00.000Z,Vanderbilt,23,Stanford,41
2021-09-19T00:00:00.000Z,Texas,58,Rice,0
2021-09-19T00:00:00.000Z,Lindenwood,56,Kentucky Wesleyan,34
2021-09-19T00:00:00.000Z,Central Oklahoma,10,Missouri Southern State,14
2021-09-19T00:00:00.000Z,Ole Miss,61,Tulane,21
2021-09-19T00:00:00.000Z,Louisiana Monroe,12,Jackson State,7
2021-09-19T00:00:00.000Z,New Mexico State,43,South Carolina State,35
2021-09-19T00:00:00.000Z,Weber State,24,James Madison,37
2021-09-19T00:00:00.000Z,South Alabama,28,Alcorn State,21
2021-09-19T00:00:00.000Z,Cal Poly,14,South Dakota,48
2021-09-19T00:30:00.000Z,Chadron State,31,South Dakota Mines,20
2021-09-19T01:00:00.000Z,Boise State,20,Oklahoma State,21
2021-09-19T01:00:00.000Z,Simon Fraser,14,Central Washington,36
2021-09-19T01:00:00.000Z,Adams State,10,Western State,24
2021-09-19T02:00:00.000Z,Arizona,19,Northern Arizona,21
2021-09-19T02:00:00.000Z,UC Davis,60,Utah Tech,27
2021-09-19T02:15:00.000Z,BYU,27,Arizona State,17
2021-09-19T02:30:00.000Z,UNLV,3,Iowa State,48
2021-09-19T02:45:00.000Z,UCLA,37,Fresno State,40
2021-09-19T04:30:00.000Z,Hawai'i,13,San José State,17
2021-09-23T23:30:00.000Z,Appalachian State,31,Marshall,30
2021-09-23T23:30:00.000Z,Arkansas-Pine Bluff,38,Alcorn State,39
2021-09-24T22:30:00.000Z,Charlotte,42,Middle Tennessee,39
2021-09-24T23:00:00.000Z,Harvard,49,Brown,17
2021-09-24T23:00:00.000Z,Virginia,17,Wake Forest,37
2021-09-25T00:00:00.000Z,Syracuse,24,Liberty,21
2021-09-25T02:00:00.000Z,Fresno State,38,UNLV,30
2021-09-25T16:00:00.000Z,Wisconsin,13,Notre Dame,41
2021-09-25T16:00:00.000Z,Utah State,3,Boise State,27
2021-09-25T16:00:00.000Z,Army,23,Miami (OH),10
2021-09-25T16:00:00.000Z,Boston College,41,Missouri,34
2021-09-25T16:00:00.000Z,Mississippi State,25,LSU,28
2021-09-25T16:00:00.000Z,Findlay,16,Lindenwood,28
2021-09-25T16:00:00.000Z,Shepherd,29,Kutztown,37
2021-09-25T16:00:00.000Z,Glenville State,10,Wheeling Jesuit,27
2021-09-25T16:00:00.000Z,Notre Dame College,38,WV State,14
2021-09-25T16:00:00.000Z,Penn State,38,Villanova,17
2021-09-25T16:00:00.000Z,Central Michigan,31,Florida International,27
2021-09-25T16:00:00.000Z,Virginia Tech,21,Richmond,10
2021-09-25T16:00:00.000Z,Pittsburgh,77,New Hampshire,7
2021-09-25T16:00:00.000Z,Temple,41,Wagner,7
2021-09-25T16:00:00.000Z,TCU,34,SMU,42
2021-09-25T16:00:00.000Z,Northwestern,35,Ohio,6
2021-09-25T16:00:00.000Z,Minnesota,10,Bowling Green,14
2021-09-25T16:00:00.000Z,Robert Morris,22,Howard,16
2021-09-25T16:00:00.000Z,Texas,70,Texas Tech,35
2021-09-25T16:00:00.000Z,Vanderbilt,0,Georgia,62
2021-09-25T16:00:00.000Z,St Francis (PA),16,Norfolk State,28
2021-09-25T16:00:00.000Z,Davidson,28,San Diego,16
2021-09-25T16:00:00.000Z,Kentucky Wesleyan,41,William Jewell College,21
2021-09-25T16:00:00.000Z,Edinboro,12,California (PA),20
2021-09-25T16:00:00.000Z,Incarnate Word,31,McNeese,0
2021-09-25T16:00:00.000Z,Yale,23,Cornell,17
2021-09-25T16:00:00.000Z,UVA-Wise,33,Carson-Newman,7
2021-09-25T16:00:00.000Z,American International,27,Bentley,35
2021-09-25T16:30:00.000Z,Miami,69,Central Connecticut,0
2021-09-25T17:00:00.000Z,Coastal Carolina,53,UMass,3
2021-09-25T17:00:00.000Z,Ashland,63,Quincy,23
2021-09-25T17:00:00.000Z,Northwood (MI),37,Northern Michigan,20
2021-09-25T17:00:00.000Z,Erskine,7,North Greenville,38
2021-09-25T17:00:00.000Z,Minnesota St-Moorhead,33,Upper Iowa,28
2021-09-25T17:00:00.000Z,Concordia-St. Paul,24,Southwest Minnesota State,34
2021-09-25T17:00:00.000Z,Shippensburg,51,Bloomsburg,7
2021-09-25T17:00:00.000Z,UNC Pembroke,27,Fairmont State,30
2021-09-25T17:00:00.000Z,WV Wesleyan,0,West Liberty,31
2021-09-25T17:00:00.000Z,St. Augustine's,12,Chowan,59
2021-09-25T17:00:00.000Z,Johnson C Smith,7,Virginia Union,43
2021-09-25T17:00:00.000Z,Columbia,35,Georgetown,24
2021-09-25T17:00:00.000Z,Indiana State,0,South Dakota State,44
2021-09-25T17:00:00.000Z,Colgate,30,Lehigh,3
2021-09-25T17:00:00.000Z,Monmouth,15,Holy Cross,45
2021-09-25T17:00:00.000Z,St. Thomas (MN),36,Butler,0
2021-09-25T17:00:00.000Z,Dayton,63,Presbyterian College,43
2021-09-25T17:00:00.000Z,Drake,21,Valparaiso,24
2021-09-25T17:00:00.000Z,Duquesne,56,Virginia Lynchburg,7
2021-09-25T17:00:00.000Z,Princeton,63,Stetson,0
2021-09-25T17:00:00.000Z,Mercyhurst,13,Indiana (PA),48
2021-09-25T17:00:00.000Z,Gannon,56,Clarion,21
2021-09-25T17:00:00.000Z,Lincoln (PA),6,Shaw,41
2021-09-25T17:00:00.000Z,St. Anselm,42,Franklin Pierce,7
2021-09-25T17:00:00.000Z,Alderson-Broaddus,7,Charleston (WV),69
2021-09-25T17:00:00.000Z,Indianapolis,16,Ohio Dominican,19
2021-09-25T17:00:00.000Z,Concord,23,Frostburg State,42
2021-09-25T17:00:00.000Z,New Haven,38,Southern Connecticut State,9
2021-09-25T17:00:00.000Z,Michigan Tech,21,Grand Valley State,44
2021-09-25T17:00:00.000Z,Shorter,0,West Georgia,56
2021-09-25T17:30:00.000Z,Dartmouth,41,Sacred Heart,3
2021-09-25T17:30:00.000Z,Tusculum,19,Newberry,24
2021-09-25T17:30:00.000Z,Winston-Salem,14,Elizabeth City State,19
2021-09-25T17:30:00.000Z,VMI,31,Wofford,23
2021-09-25T18:00:00.000Z,Delaware State,10,Merrimack,47
2021-09-25T18:00:00.000Z,Elon,31,William & Mary,34
2021-09-25T18:00:00.000Z,Lincoln (MO),48,Northeastern State,49
2021-09-25T18:00:00.000Z,Washburn,47,Missouri Western,41
2021-09-25T18:00:00.000Z,Central Missouri State,28,Nebraska-Kearney,31
2021-09-25T18:00:00.000Z,Ball State,12,Toledo,22
2021-09-25T18:00:00.000Z,Eastern Michigan,59,Texas State,21
2021-09-25T18:00:00.000Z,Furman,3,Mercer,24
2021-09-25T18:00:00.000Z,Western Michigan,23,San José State,3
2021-09-25T18:30:00.000Z,Utah,24,Washington State,13
2021-09-25T18:30:00.000Z,Northern Illinois,41,Maine,14
2021-09-25T18:30:00.000Z,Tennessee Tech,14,Eastern Illinois,28
2021-09-25T18:30:00.000Z,Northwest Missouri State,38,Central Oklahoma,0
2021-09-25T19:00:00.000Z,Colorado Mesa,24,Chadron State,17
2021-09-25T19:00:00.000Z,Western State,42,Fort Lewis,0
2021-09-25T19:00:00.000Z,Southeast Missouri State,47,Tennessee State,14
2021-09-25T19:00:00.000Z,Southern Nazarene,10,Southeastern Oklahoma,31
2021-09-25T19:00:00.000Z,Missouri Southern State,21,Fort Hays State,42
2021-09-25T19:00:00.000Z,Southern Illinois,35,Illinois State,17
2021-09-25T19:00:00.000Z,Jackson State,24,Delta State,17
2021-09-25T19:00:00.000Z,Samford,48,East Tennessee State,55
2021-09-25T19:00:00.000Z,Ferris State,38,Davenport,0
2021-09-25T19:00:00.000Z,Tiffin,35,Truman State,38
2021-09-25T19:00:00.000Z,Black Hills State,51,Adams State,48
2021-09-25T19:00:00.000Z,University of Mary,38,Winona State,48
2021-09-25T19:00:00.000Z,Kentucky State,34,Benedict College,28
2021-09-25T19:00:00.000Z,Bemidji State,24,Augustana (SD),52
2021-09-25T19:00:00.000Z,Northern Colorado,17,Northern Arizona,10
2021-09-25T19:00:00.000Z,Eastern Kentucky,35,Austin Peay,27
2021-09-25T19:00:00.000Z,Montana,39,Cal Poly,7
2021-09-25T19:00:00.000Z,Idaho State,21,Sacramento State,23
2021-09-25T19:30:00.000Z,Baylor,31,Iowa State,29
2021-09-25T19:30:00.000Z,Connecticut,22,Wyoming,24
2021-09-25T19:30:00.000Z,Maryland,37,Kent State,16
2021-09-25T19:30:00.000Z,San Diego State,48,Towson,21
2021-09-25T19:30:00.000Z,Memphis,28,UT San Antonio,31
2021-09-25T19:30:00.000Z,Purdue,13,Illinois,9
2021-09-25T19:30:00.000Z,Iowa,24,Colorado State,14
2021-09-25T19:30:00.000Z,Arkansas,20,Texas A&M,10
2021-09-25T19:30:00.000Z,NC State,27,Clemson,21
2021-09-25T19:30:00.000Z,Florida State,23,Louisville,31
2021-09-25T19:30:00.000Z,Lafayette,24,Pennsylvania,14
2021-09-25T19:30:00.000Z,Michigan,20,Rutgers,13
2021-09-25T20:00:00.000Z,Nicholls,31,North Alabama,14
2021-09-25T20:00:00.000Z,Livingstone,0,Bowie State,49
2021-09-25T20:00:00.000Z,Hillsdale,38,Missouri S&T,31
2021-09-25T20:00:00.000Z,Millersville,14,West Chester,42
2021-09-25T20:00:00.000Z,Jacksonville State,31,UT Martin,34
2021-09-25T20:00:00.000Z,Auburn,34,Georgia State,24
2021-09-25T20:00:00.000Z,Duke,52,Kansas,33
2021-09-25T20:05:00.000Z,Stony Brook,14,Fordham,31
2021-09-25T21:00:00.000Z,Portland State,17,Montana State,30
2021-09-25T21:00:00.000Z,Alabama A&M,45,Tuskegee,35
2021-09-25T21:00:00.000Z,Prairie View,24,Grambling,10
2021-09-25T21:00:00.000Z,Central Arkansas,35,Sam Houston State,45
2021-09-25T21:00:00.000Z,Tulsa,41,Arkansas State,34
2021-09-25T22:00:00.000Z,Georgia Southern,20,Louisiana,28
2021-09-25T22:00:00.000Z,Stonehill,27,Assumption,26
2021-09-25T22:00:00.000Z,Lock Haven,21,East Stroudsburg,45
2021-09-25T22:00:00.000Z,East Carolina,31,Charleston Southern,28
2021-09-25T22:00:00.000Z,Savannah State,29,Morehouse,10
2021-09-25T22:00:00.000Z,Old Dominion,34,Buffalo,35
2021-09-25T22:00:00.000Z,Gardner-Webb,52,Western Carolina,34
2021-09-25T22:00:00.000Z,North Carolina A&T,37,North Carolina Central,14
2021-09-25T22:00:00.000Z,Youngstown State,35,Western Illinois,38
2021-09-25T22:00:00.000Z,Marist,17,Bryant,34
2021-09-25T22:00:00.000Z,Alabama State,38,Bethune-Cookman,24
2021-09-25T22:00:00.000Z,Stanford,24,UCLA,35
2021-09-25T22:00:00.000Z,Lenoir-Rhyne,31,Mars Hill,16
2021-09-25T22:00:00.000Z,South Dakota Mines,7,Colorado State-Pueblo,49
2021-09-25T22:00:00.000Z,Seton Hill College,17,Slippery Rock,41
2021-09-25T22:00:00.000Z,Edward Waters,35,Lane,45
2021-09-25T22:00:00.000Z,Allen,20,Fort Valley State,56
2021-09-25T22:00:00.000Z,Wayne State (MI),21,Saginaw Valley,41
2021-09-25T22:00:00.000Z,Lake Erie College,20,Southwest Baptist,28
2021-09-25T22:30:00.000Z,Rice,48,Texas Southern,34
2021-09-25T23:00:00.000Z,Northern State,41,Sioux Falls,10
2021-09-25T23:00:00.000Z,Albany State (GA),49,Clark Atlanta,0
2021-09-25T23:00:00.000Z,Henderson State,56,Southern Arkansas,49
2021-09-25T23:00:00.000Z,Louisiana Tech,24,North Texas,17
2021-09-25T23:00:00.000Z,Southwestern Oklahoma,27,Oklahoma Baptist,31
2021-09-25T23:00:00.000Z,Central Washington,9,Angelo State,14
2021-09-25T23:00:00.000Z,Minot State,10,Minnesota State,68
2021-09-25T23:00:00.000Z,Limestone,7,Barton College,45
2021-09-25T23:00:00.000Z,Minnesota-Duluth,28,Wayne State (NE),31
2021-09-25T23:00:00.000Z,Harding,38,Ouachita Baptist,21
2021-09-25T23:00:00.000Z,Northwestern Oklahoma State,17,East Central,20
2021-09-25T23:00:00.000Z,Arkansas Tech,20,Arkansas-Monticello,27
2021-09-25T23:00:00.000Z,Fayetteville State,28,Virginia State,14
2021-09-25T23:00:00.000Z,Miles,55,Central State,4
2021-09-25T23:00:00.000Z,Florida,38,Tennessee,14
