start_date,home_team,home_points,away_team,away_points
2018-09-01T16:00:00.000Z,Maryland,34,Texas,29
2018-09-01T16:00:00.000Z,Oklahoma,63,Florida Atlantic,14
2018-09-01T16:00:00.000Z,Temple,17,Villanova,19
2018-09-01T16:00:00.000Z,TCU,55,Southern,7
2018-09-01T16:20:00.000Z,Clemson,48,Furman,7
2018-09-01T16:30:00.000Z,Lehigh,21,St Francis (PA),19
2018-09-01T16:30:00.000Z,Georgia Tech,41,Alcorn State,0
2018-09-01T17:00:00.000Z,Marist,14,Georgetown,39
2018-09-01T17:00:00.000Z,Boston College,55,UMass,21
2018-09-01T17:00:00.000Z,Colgate,24,Holy Cross,17
2018-09-01T17:00:00.000Z,Dayton,49,Robert Morris,28
2018-09-01T17:00:00.000Z,Jacksonville,63,St. Augustine's,14
2018-09-01T18:00:00.000Z,Air Force,38,Stony Brook,0
2018-09-01T18:00:00.000Z,Ohio,38,Howard,32
2018-09-01T18:00:00.000Z,Youngstown State,21,Butler,23
2018-09-01T18:00:00.000Z,Duquesne,45,Lock Haven,0
2018-09-01T19:00:00.000Z,Bryant,41,New Haven,31
2018-09-01T19:30:00.000Z,North Dakota State,49,Cal Poly,3
2018-09-01T19:30:00.000Z,Auburn,21,Washington,16
2018-09-01T19:30:00.000Z,Kentucky,35,Central Michigan,20
2018-09-01T19:30:00.000Z,Georgia,45,Austin Peay,0
2018-09-01T19:30:00.000Z,Pittsburgh,33,Albany,7
2018-09-01T19:30:00.000Z,Wyoming,19,Washington State,41
2018-09-01T19:30:00.000Z,Tennessee,14,West Virginia,40
2018-09-01T19:30:00.000Z,Penn State,45,Appalachian State,38
2018-09-01T19:40:00.000Z,Iowa,33,Northern Illinois,7
2018-09-01T20:00:00.000Z,Arkansas,55,Eastern Illinois,20
2018-09-01T20:00:00.000Z,California,24,North Carolina,17
2018-09-01T20:00:00.000Z,USC,43,UNLV,21
2018-09-01T20:00:00.000Z,Missouri,51,UT Martin,14
2018-09-01T20:00:00.000Z,Northern Colorado,14,McNeese,17
2018-09-01T20:05:00.000Z,Eastern Washington,58,Central Washington,13
2018-09-01T21:00:00.000Z,Florida A&M,41,Fort Valley State,7
2018-09-01T21:00:00.000Z,San Diego,38,Western New Mexico,9
2018-09-01T22:00:00.000Z,Norfolk State,34,Virginia State,13
2018-09-01T22:00:00.000Z,Western Carolina,33,Newberry,26
2018-09-01T22:00:00.000Z,Wofford,28,The Citadel,21
2018-09-01T22:00:00.000Z,Hampton,38,Shaw,10
2018-09-01T22:00:00.000Z,Charlotte,34,Fordham,10
2018-09-01T22:00:00.000Z,Liberty,52,Old Dominion,10
2018-09-01T22:00:00.000Z,Gardner-Webb,52,Limestone,17
2018-09-01T22:00:00.000Z,Miami (OH),28,Marshall,35
2018-09-01T22:00:00.000Z,Troy,20,Boise State,56
2018-09-01T22:00:00.000Z,Buffalo,48,Delaware State,10
2018-09-01T22:00:00.000Z,Virginia,42,Richmond,13
2018-09-01T22:00:00.000Z,Georgia Southern,37,South Carolina State,6
2018-09-01T22:00:00.000Z,Sacred Heart,35,Lafayette,6
2018-09-01T22:00:00.000Z,Bucknell,7,William & Mary,14
2018-09-01T22:00:00.000Z,South Florida,34,Elon,14
2018-09-01T23:00:00.000Z,Kansas,23,Nicholls,26
2018-09-01T23:00:00.000Z,UCLA,17,Cincinnati,26
2018-09-01T23:00:00.000Z,Houston Baptist,49,Southwest Baptist,7
2018-09-01T23:00:00.000Z,Lamar,70,Kentucky Christian,7
2018-09-01T23:00:00.000Z,Tennessee State,34,Bethune-Cookman,3
2018-09-01T23:00:00.000Z,South Alabama,26,Louisiana Tech,30
2018-09-01T23:00:00.000Z,Southern Mississippi,55,Jackson State,7
2018-09-01T23:00:00.000Z,Memphis,66,Mercer,14
2018-09-01T23:00:00.000Z,Louisiana,49,Grambling,17
2018-09-01T23:00:00.000Z,Tulsa,38,Central Arkansas,27
2018-09-01T23:00:00.000Z,Arkansas State,48,Southeast Missouri State,21
2018-09-01T23:00:00.000Z,Kansas State,27,South Dakota,24
2018-09-01T23:00:00.000Z,Davidson,34,Brevard College,13
2018-09-01T23:00:00.000Z,Morgan State,10,Towson,36
2018-09-01T23:00:00.000Z,Florida International,28,Indiana,38
2018-09-01T23:00:00.000Z,Stetson,48,Point University,7
2018-09-01T23:00:00.000Z,Toledo,66,VMI,3
2018-09-01T23:30:00.000Z,Illinois State,46,St. Xavier (IL),0
2018-09-01T23:30:00.000Z,East Tennessee State,28,Mars Hill,7
2018-09-01T23:30:00.000Z,Mississippi State,63,Stephen F. Austin,6
2018-09-01T23:30:00.000Z,Notre Dame,24,Michigan,17
2018-09-01T23:30:00.000Z,UTEP,10,Northern Arizona,30
2018-09-01T23:30:00.000Z,Florida,53,Charleston Southern,6
2018-09-01T23:30:00.000Z,Vanderbilt,35,Middle Tennessee,7
2018-09-01T23:30:00.000Z,North Texas,46,SMU,23
2018-09-02T00:00:00.000Z,Alabama,51,Louisville,14
2018-09-02T00:00:00.000Z,Oregon,58,Bowling Green,24
2018-09-02T00:00:00.000Z,Southern Utah,30,North Alabama,34
2018-09-02T00:00:00.000Z,Baylor,55,Abilene Christian,27
2018-09-02T00:00:00.000Z,New Mexico,62,Incarnate Word,30
2018-09-02T01:00:00.000Z,Montana,26,Northern Iowa,23
2018-09-02T01:00:00.000Z,Sacramento State,55,St. Francis (IL),7
2018-09-02T02:00:00.000Z,Fresno State,79,Idaho,13
2018-09-02T02:30:00.000Z,Arizona State,49,UT San Antonio,7
2018-09-02T02:45:00.000Z,Arizona,23,BYU,28
2018-09-02T03:00:00.000Z,Hawai'i,59,Navy,41
2018-09-02T16:00:00.000Z,North Carolina Central,24,Prairie View,40
2018-09-02T19:30:00.000Z,East Carolina,23,North Carolina A&T,28
2018-09-02T23:30:00.000Z,LSU,33,Miami,17
2018-09-04T00:00:00.000Z,Florida State,3,Virginia Tech,24
2018-12-15T00:00:00.000Z,Mary Hardin-Baylor,24,Mount Union,16
2018-12-15T01:00:00.000Z,North Dakota State,44,South Dakota State,21
2018-12-15T17:00:00.000Z,Alcorn State,22,North Carolina A&T,24
2018-12-15T18:30:00.000Z,Louisiana,24,Tulane,41
2018-12-15T19:00:00.000Z,North Texas,13,Utah State,52
2018-12-15T19:00:00.000Z,Eastern Washington,50,Maine,19
2018-12-15T20:30:00.000Z,Fresno State,31,Arizona State,20
2018-12-15T21:00:00.000Z,Valdosta State,49,Ferris State,47
2018-12-15T22:30:00.000Z,Eastern Michigan,21,Georgia Southern,23
2018-12-16T02:00:00.000Z,Appalachian State,45,Middle Tennessee,13
2018-12-19T00:00:00.000Z,Northern Illinois,13,UAB,37
2018-12-20T01:00:00.000Z,Ohio,27,San Diego State,0
2018-12-21T01:00:00.000Z,South Florida,20,Marshall,38
2018-12-21T17:30:00.000Z,Toledo,32,Florida International,35
2018-12-21T21:00:00.000Z,BYU,49,Western Michigan,18
2018-12-22T17:00:00.000Z,Wake Forest,37,Memphis,34
2018-12-22T20:30:00.000Z,Army,70,Houston,14
2018-12-23T00:00:00.000Z,Troy,42,Buffalo,32
2018-12-23T03:30:00.000Z,Louisiana Tech,31,Hawai'i,14
2018-12-26T22:15:00.000Z,Georgia Tech,10,Minnesota,34
2018-12-27T02:00:00.000Z,TCU,10,California,7
2018-12-27T18:30:00.000Z,Duke,56,Temple,27
2018-12-27T22:15:00.000Z,Wisconsin,35,Miami,3
2018-12-28T02:00:00.000Z,Vanderbilt,38,Baylor,45
2018-12-28T18:30:00.000Z,Auburn,63,Purdue,14
2018-12-28T22:15:00.000Z,Syracuse,34,West Virginia,18
2018-12-29T02:00:00.000Z,Washington State,28,Iowa State,26
2018-12-29T17:00:00.000Z,Virginia,28,South Carolina,0
2018-12-29T17:00:00.000Z,Michigan,15,Florida,41
2018-12-29T18:15:00.000Z,Nevada,16,Arkansas State,13
2018-12-29T21:00:00.000Z,Clemson,30,Notre Dame,3
2018-12-30T01:00:00.000Z,Alabama,45,Oklahoma,34
2018-12-31T17:00:00.000Z,Virginia Tech,31,Cincinnati,35
2018-12-31T19:00:00.000Z,Pittsburgh,13,Stanford,14
2018-12-31T20:00:00.000Z,Oregon,7,Michigan State,6
2018-12-31T20:45:00.000Z,Oklahoma State,38,Missouri,33
2019-01-01T00:00:00.000Z,Utah,20,Northwestern,31
2019-01-01T00:30:00.000Z,Texas A&M,52,NC State,13
2019-01-01T17:00:00.000Z,Iowa,27,Mississippi State,22
2019-01-01T18:00:00.000Z,Penn State,24,Kentucky,27
2019-01-01T18:00:00.000Z,UCF,32,LSU,40
2019-01-01T22:00:00.000Z,Ohio State,28,Washington,23
2019-01-02T01:45:00.000Z,Georgia,21,Texas,28
2019-01-05T17:00:00.000Z,North Dakota State,38,Eastern Washington,24
2019-01-08T01:00:00.000Z,Alabama,16,Clemson,44
2018-09-06T16:00:00.000Z,Missouri State,52,Lincoln (MO),24
2018-09-06T23:00:00.000Z,Tennessee Tech,10,Kennesaw State,49
2018-09-07T22:00:00.000Z,Central Connecticut,55,Lincoln (PA),0
2018-09-08T00:00:00.000Z,SMU,12,TCU,42
2018-09-08T16:00:00.000Z,Purdue,19,Eastern Michigan,20
2018-09-08T16:00:00.000Z,South Florida,49,Georgia Tech,38
2018-09-08T16:00:00.000Z,Army,38,Liberty,14
2018-09-08T16:00:00.000Z,Northwestern,7,Duke,21
2018-09-08T16:00:00.000Z,Kansas State,10,Mississippi State,31
2018-09-08T16:00:00.000Z,Wisconsin,45,New Mexico,14
2018-09-08T16:00:00.000Z,Vanderbilt,41,Nevada,10
2018-09-08T16:00:00.000Z,Michigan,49,Western Michigan,3
2018-09-08T16:00:00.000Z,Houston,45,Arizona,18
2018-09-08T16:00:00.000Z,Robert Morris,22,Virginia State,19
2018-09-08T16:00:00.000Z,Wake Forest,51,Towson,20
2018-09-08T16:00:00.000Z,St Francis (PA),45,Delaware State,14
2018-09-08T16:00:00.000Z,Duquesne,23,Valparaiso,21
2018-09-08T16:30:00.000Z,Lehigh,9,Villanova,31
2018-09-08T16:30:00.000Z,Georgetown,8,Campbell,13
2018-09-08T16:30:00.000Z,NC State,41,Georgia State,7
2018-09-08T17:00:00.000Z,Oklahoma,49,UCLA,21
2018-09-08T17:00:00.000Z,Boston College,62,Holy Cross,14
2018-09-08T17:00:00.000Z,Rhode Island,45,Albany,26
2018-09-08T18:00:00.000Z,Oregon,62,Portland State,14
2018-09-08T18:00:00.000Z,Southeast Missouri State,40,Dayton,21
2018-09-08T18:00:00.000Z,Virginia Tech,62,William & Mary,17
2018-09-08T18:00:00.000Z,Florida Atlantic,33,Air Force,26
2018-09-08T19:00:00.000Z,Central Michigan,7,Kansas,31
2018-09-08T19:00:00.000Z,Bucknell,14,Sacred Heart,30
2018-09-08T19:00:00.000Z,Montana,48,Drake,16
2018-09-08T19:00:00.000Z,South Dakota,43,Northern Colorado,28
2018-09-08T19:00:00.000Z,Monmouth,56,Hampton,28
2018-09-08T19:30:00.000Z,Akron,41,Morgan State,7
2018-09-08T19:30:00.000Z,Delaware,37,Lafayette,0
2018-09-08T19:30:00.000Z,East Carolina,41,North Carolina,19
2018-09-08T19:30:00.000Z,Ohio State,52,Rutgers,3
2018-09-08T19:30:00.000Z,Kent State,54,Howard,14
2018-09-08T19:30:00.000Z,Nebraska,28,Colorado,33
2018-09-08T19:30:00.000Z,Notre Dame,24,Ball State,16
2018-09-08T19:30:00.000Z,Syracuse,62,Wagner,10
2018-09-08T19:30:00.000Z,South Carolina,17,Georgia,41
2018-09-08T19:30:00.000Z,Alabama,57,Arkansas State,7
2018-09-08T19:30:00.000Z,Temple,29,Buffalo,36
2018-09-08T19:30:00.000Z,Navy,22,Memphis,21
2018-09-08T20:00:00.000Z,Tennessee,59,East Tennessee State,3
2018-09-08T20:00:00.000Z,Ole Miss,76,Southern Illinois,41
2018-09-08T20:00:00.000Z,Texas Tech,77,Lamar,0
2018-09-08T20:00:00.000Z,Bethune-Cookman,79,Virginia Lynchburg,16
2018-09-08T21:00:00.000Z,Idaho,56,Western New Mexico,10
2018-09-08T21:00:00.000Z,Washington,45,North Dakota,3
2018-09-08T21:00:00.000Z,Iowa,13,Iowa State,3
2018-09-08T22:00:00.000Z,UCF,38,South Carolina State,0
2018-09-08T22:00:00.000Z,Georgia Southern,34,UMass,13
2018-09-08T22:00:00.000Z,Charlotte,9,Appalachian State,45
2018-09-08T22:00:00.000Z,Bowling Green,14,Maryland,45
2018-09-08T22:00:00.000Z,Miami,77,Savannah State,0
2018-09-08T22:00:00.000Z,West Virginia,52,Youngstown State,17
2018-09-08T22:00:00.000Z,Stetson,63,Waldorf,34
2018-09-08T22:00:00.000Z,North Carolina Central,51,St. Augustine's,14
2018-09-08T22:00:00.000Z,Taylor,17,Butler,31
2018-09-08T22:00:00.000Z,Mercer,45,Jacksonville,3
2018-09-08T22:00:00.000Z,Wofford,59,VMI,14
2018-09-08T22:00:00.000Z,The Citadel,28,Chattanooga,29
2018-09-08T22:00:00.000Z,Norfolk State,0,James Madison,17
2018-09-08T22:00:00.000Z,Elon,45,Furman,7
2018-09-08T22:00:00.000Z,North Carolina A&T,45,Gardner-Webb,6
2018-09-08T22:00:00.000Z,Stony Brook,50,Bryant,21
2018-09-08T22:00:00.000Z,Richmond,52,Fordham,7
2018-09-08T22:00:00.000Z,New Hampshire,3,Colgate,10
2018-09-08T22:00:00.000Z,Morehead State,48,Mount St. Joseph,19
2018-09-08T22:30:00.000Z,Marshall,32,Eastern Kentucky,16
2018-09-08T23:00:00.000Z,Arkansas-Pine Bluff,55,Cumberland,0
2018-09-08T23:00:00.000Z,Alcorn State,78,Louisiana College,0
2018-09-08T23:00:00.000Z,Alabama A&M,20,North Alabama,25
2018-09-08T23:00:00.000Z,Texas State,36,Texas Southern,20
2018-09-08T23:00:00.000Z,Missouri,40,Wyoming,13
2018-09-08T23:00:00.000Z,Middle Tennessee,61,UT Martin,37
2018-09-08T23:00:00.000Z,Southern Mississippi,20,Louisiana Monroe,21
2018-09-08T23:00:00.000Z,Texas A&M,26,Clemson,28
2018-09-08T23:00:00.000Z,Troy,59,Florida A&M,7
2018-09-08T23:00:00.000Z,Louisiana Tech,54,Southern,17
2018-09-08T23:00:00.000Z,LSU,31,Southeastern Louisiana,0
2018-09-08T23:00:00.000Z,Coastal Carolina,47,UAB,24
2018-09-08T23:00:00.000Z,UT San Antonio,20,Baylor,37
2018-09-08T23:00:00.000Z,Louisville,31,Indiana State,7
2018-09-08T23:00:00.000Z,Central Arkansas,26,Murray State,13
2018-09-08T23:00:00.000Z,Abilene Christian,41,Angelo State,24
2018-09-08T23:00:00.000Z,Austin Peay,24,Presbyterian College,0
2018-09-08T23:00:00.000Z,Northwestern State,34,Grambling,7
2018-09-08T23:00:00.000Z,Houston Baptist,34,McNeese,51
2018-09-08T23:00:00.000Z,Davidson,49,Chowan,28
2018-09-08T23:00:00.000Z,Northern Arizona,26,Eastern Washington,31
2018-09-08T23:00:00.000Z,South Dakota State,45,Montana State,14
2018-09-08T23:00:00.000Z,Jacksonville State,71,Mississippi Valley State,0
2018-09-08T23:00:00.000Z,Sam Houston State,41,Prairie View,32
2018-09-08T23:20:00.000Z,Florida State,36,Samford,26
2018-09-08T23:30:00.000Z,Old Dominion,20,Florida International,28
2018-09-08T23:30:00.000Z,Northern Illinois,6,Utah,17
2018-09-08T23:30:00.000Z,North Texas,58,Incarnate Word,16
2018-09-08T23:30:00.000Z,Auburn,63,Alabama State,9
2018-09-08T23:30:00.000Z,Western Kentucky,28,Maine,31
2018-09-08T23:30:00.000Z,Illinois,34,Western Illinois,14
2018-09-08T23:30:00.000Z,Florida,16,Kentucky,27
2018-09-08T23:30:00.000Z,Illinois State,48,Eastern Illinois,10
2018-09-08T23:30:00.000Z,Minnesota,21,Fresno State,14
2018-09-08T23:30:00.000Z,Colorado State,34,Arkansas,27
2018-09-08T23:30:00.000Z,Indiana,20,Virginia,16
2018-09-09T00:00:00.000Z,Oregon State,48,Southern Utah,25
2018-09-09T00:00:00.000Z,Pittsburgh,6,Penn State,51
2018-09-09T00:00:00.000Z,Utah State,60,New Mexico State,13
2018-09-09T00:00:00.000Z,Oklahoma State,55,South Alabama,13
2018-09-09T00:00:00.000Z,Miami (OH),0,Cincinnati,21
2018-09-09T00:00:00.000Z,Tulane,42,Nicholls,17
2018-09-09T00:00:00.000Z,Texas,28,Tulsa,21
2018-09-09T00:30:00.000Z,Stanford,17,USC,3
2018-09-09T01:00:00.000Z,San Diego State,28,Sacramento State,14
2018-09-09T01:00:00.000Z,UNLV,52,UTEP,24
2018-09-09T01:05:00.000Z,Cal Poly,17,Weber State,24
2018-09-09T02:00:00.000Z,UC Davis,54,San Diego,21
2018-09-09T02:15:00.000Z,Boise State,62,Connecticut,7
2018-09-09T02:15:00.000Z,BYU,18,California,21
2018-09-09T02:45:00.000Z,Arizona State,16,Michigan State,13
2018-09-09T03:00:00.000Z,Washington State,31,San José State,0
2018-09-09T03:59:00.000Z,Hawai'i,43,Rice,29
2018-09-12T18:00:00.000Z,Campbell,21,Coastal Carolina,58
2018-09-13T20:00:00.000Z,Charlotte,28,Old Dominion,25
2018-09-13T21:00:00.000Z,St Francis (PA),27,Richmond,35
2018-09-13T21:30:00.000Z,Wake Forest,34,Boston College,41
2018-09-13T23:00:00.000Z,James Madison,73,Robert Morris,7
2018-09-13T23:00:00.000Z,Davidson,91,Guilford,61
2018-09-14T00:00:00.000Z,Utah State,73,Tennessee Tech,12
2018-09-14T18:30:00.000Z,VMI,24,East Tennessee State,27
2018-09-14T22:00:00.000Z,Gardner-Webb,10,Western Carolina,28
2018-09-14T23:00:00.000Z,Memphis,59,Georgia State,22
2018-09-15T02:05:00.000Z,Cal Poly,44,Brown,15
2018-09-15T16:00:00.000Z,Harvard,36,San Diego,14
2018-09-15T16:00:00.000Z,Toledo,24,Miami,49
2018-09-15T16:00:00.000Z,Kentucky,48,Murray State,10
2018-09-15T16:00:00.000Z,Army,28,Hawai'i,21
2018-09-15T16:00:00.000Z,Nebraska,19,Troy,24
2018-09-15T16:00:00.000Z,Kansas,55,Rutgers,14
2018-09-15T16:00:00.000Z,Connecticut,56,Rhode Island,49
2018-09-15T16:00:00.000Z,Duquesne,31,Dayton,26
2018-09-15T16:00:00.000Z,Penn State,63,Kent State,10
2018-09-15T16:00:00.000Z,Syracuse,30,Florida State,7
2018-09-15T16:00:00.000Z,Iowa State,27,Oklahoma,37
2018-09-15T16:00:00.000Z,Indiana,38,Ball State,10
2018-09-15T16:00:00.000Z,Maryland,14,Temple,35
2018-09-15T16:00:00.000Z,Georgia,49,Middle Tennessee,7
2018-09-15T16:00:00.000Z,Clemson,38,Georgia Southern,7
2018-09-15T16:00:00.000Z,Tennessee,24,UTEP,0
2018-09-15T16:30:00.000Z,Pittsburgh,24,Georgia Tech,19
2018-09-15T17:00:00.000Z,UAB,31,Tulane,24
2018-09-15T17:05:00.000Z,Holy Cross,31,Yale,28
2018-09-15T17:30:00.000Z,Dartmouth,41,Georgetown,0
2018-09-15T18:00:00.000Z,Drake,52,Missouri S&T,12
2018-09-15T18:00:00.000Z,Youngstown State,42,Valparaiso,7
2018-09-15T18:00:00.000Z,Stanford,30,UC Davis,10
2018-09-15T18:30:00.000Z,Notre Dame,22,Vanderbilt,17
2018-09-15T19:00:00.000Z,Montana State,47,Wagner,24
2018-09-15T19:00:00.000Z,Samford,24,Mercer,30
2018-09-15T19:00:00.000Z,Missouri State,40,Northern Arizona,8
2018-09-15T19:00:00.000Z,Pennsylvania,34,Bucknell,17
2018-09-15T19:30:00.000Z,Minnesota,26,Miami (OH),3
2018-09-15T19:30:00.000Z,Northern Illinois,24,Central Michigan,16
2018-09-15T19:30:00.000Z,Delaware,27,Cornell,10
2018-09-15T19:30:00.000Z,Auburn,21,LSU,22
2018-09-15T19:30:00.000Z,Illinois,19,South Florida,25
2018-09-15T19:30:00.000Z,Wisconsin,21,BYU,24
2018-09-15T19:30:00.000Z,Navy,51,Lehigh,21
2018-09-15T19:30:00.000Z,North Dakota State,38,North Alabama,7
2018-09-15T19:30:00.000Z,Michigan,45,SMU,20
2018-09-15T19:30:00.000Z,Baylor,27,Duke,40
2018-09-15T19:30:00.000Z,Oklahoma State,44,Boise State,21
2018-09-15T19:30:00.000Z,Villanova,35,Towson,45
2018-09-15T20:00:00.000Z,UT Martin,24,Chattanooga,34
2018-09-15T20:00:00.000Z,Northern Colorado,25,Sacramento State,28
2018-09-15T20:00:00.000Z,Western Illinois,31,Montana,27
2018-09-15T20:00:00.000Z,Florida,48,Colorado State,10
2018-09-15T20:00:00.000Z,Kansas State,41,UT San Antonio,17
2018-09-15T20:00:00.000Z,Arkansas,17,North Texas,44
2018-09-15T20:00:00.000Z,Wyoming,17,Wofford,14
2018-09-15T20:00:00.000Z,Bowling Green,42,Eastern Kentucky,35
2018-09-15T20:15:00.000Z,Texas Tech,63,Houston,49
2018-09-15T20:30:00.000Z,Virginia,45,Ohio,31
2018-09-15T21:00:00.000Z,Oregon,35,San José State,22
2018-09-15T21:00:00.000Z,Colorado,45,New Hampshire,14
2018-09-15T21:00:00.000Z,Central Connecticut,24,Columbia,41
2018-09-15T21:00:00.000Z,Kennesaw State,62,Alabama State,13
2018-09-15T21:00:00.000Z,Florida A&M,16,Jackson State,18
2018-09-15T21:05:00.000Z,Portland State,63,College of Idaho,14
2018-09-15T22:00:00.000Z,Lafayette,20,Monmouth,24
2018-09-15T22:00:00.000Z,Butler,7,Princeton,50
2018-09-15T22:00:00.000Z,Fordham,6,Stony Brook,28
2018-09-15T22:00:00.000Z,Morehead State,40,Austin Peay,78
2018-09-15T22:00:00.000Z,Bryant,37,Marist,27
2018-09-15T22:00:00.000Z,Buffalo,35,Eastern Michigan,28
2018-09-15T22:00:00.000Z,Florida Atlantic,49,Bethune-Cookman,28
2018-09-15T22:00:00.000Z,California,45,Idaho State,23
2018-09-15T23:00:00.000Z,Cincinnati,63,Alabama A&M,7
2018-09-15T23:00:00.000Z,Western Michigan,68,Delaware State,0
2018-09-15T23:00:00.000Z,Ole Miss,7,Alabama,62
2018-09-15T23:00:00.000Z,Nevada,37,Oregon State,35
2018-09-15T23:00:00.000Z,Tulsa,20,Arkansas State,29
2018-09-15T23:00:00.000Z,Albany,30,Morgan State,27
2018-09-15T23:00:00.000Z,Eastern Illinois,41,Indiana State,55
2018-09-15T23:00:00.000Z,Houston Baptist,13,Abilene Christian,38
2018-09-15T23:00:00.000Z,South Dakota State,90,Arkansas-Pine Bluff,6
2018-09-15T23:00:00.000Z,Southern Illinois,44,Southeast Missouri State,48
2018-09-15T23:00:00.000Z,Incarnate Word,31,Stephen F. Austin,7
2018-09-15T23:00:00.000Z,Lamar,48,Northwestern State,49
2018-09-15T23:00:00.000Z,McNeese,20,Nicholls,10
2018-09-15T23:00:00.000Z,Sam Houston State,23,North Dakota,24
2018-09-15T23:00:00.000Z,Alcorn State,27,Texas Southern,15
2018-09-15T23:00:00.000Z,Southern,33,Langston,18
2018-09-15T23:00:00.000Z,South Alabama,41,Texas State,31
2018-09-15T23:30:00.000Z,Florida International,63,UMass,24
2018-09-15T23:30:00.000Z,Texas A&M,48,Louisiana Monroe,10
2018-09-15T23:30:00.000Z,Northwestern,34,Akron,39
2018-09-15T23:30:00.000Z,Purdue,37,Missouri,40
2018-09-15T23:30:00.000Z,Louisville,20,Western Kentucky,17
2018-09-15T23:30:00.000Z,Mississippi State,56,Louisiana,10
2018-09-15T23:30:00.000Z,Iowa,38,Northern Iowa,14
2018-09-16T00:00:00.000Z,Washington State,59,Eastern Washington,24
2018-09-16T00:00:00.000Z,New Mexico State,25,New Mexico,42
2018-09-16T00:00:00.000Z,Southeastern Louisiana,25,Central Arkansas,33
2018-09-16T00:00:00.000Z,Weber State,27,South Dakota,10
2018-09-16T00:00:00.000Z,TCU,28,Ohio State,40
2018-09-16T00:00:00.000Z,Texas,37,USC,14
2018-09-16T02:00:00.000Z,UNLV,46,Prairie View,17
2018-09-16T02:10:00.000Z,Utah,7,Washington,21
2018-09-16T02:30:00.000Z,UCLA,14,Fresno State,38
2018-09-16T02:30:00.000Z,San Diego State,28,Arizona State,21
2018-09-16T03:00:00.000Z,Arizona,62,Southern Utah,31
2018-09-20T23:30:00.000Z,Temple,31,Tulsa,17
2018-09-21T23:00:00.000Z,Brown,17,Harvard,31
2018-09-21T23:00:00.000Z,UCF,56,Florida Atlantic,36
2018-09-22T01:00:00.000Z,Illinois,24,Penn State,63
2018-09-22T02:30:00.000Z,USC,39,Washington State,36
2018-09-22T16:00:00.000Z,Rutgers,13,Buffalo,42
2018-09-22T16:00:00.000Z,Cincinnati,34,Ohio,30
2018-09-22T16:00:00.000Z,SMU,31,Navy,30
2018-09-22T16:00:00.000Z,Purdue,30,Boston College,13
