start_date,home_team,home_points,away_team,away_points
2022-09-03T17:00:00.000Z,Gallaudet,14,Waynesburg,52
2022-09-03T17:00:00.000Z,Methodist,10,Shenandoah,27
2022-09-03T17:00:00.000Z,Kenyon,33,Bluffton,26
2022-09-03T17:00:00.000Z,St. John Fisher,62,Buffalo State,21
2022-09-03T17:00:00.000Z,Gettysburg,14,Bridgewater (VA),29
2022-09-03T17:00:00.000Z,Augustana (IL),34,Rhodes,28
2022-09-03T17:00:00.000Z,McDaniel College,27,Catholic University,37
2022-09-03T17:00:00.000Z,Alfred State College,17,Misericordia,14
2022-09-03T17:00:00.000Z,Washington & Jefferson,35,John Carroll,26
2022-09-03T17:00:00.000Z,Montclair State,27,Thiel College,6
2022-09-03T17:00:00.000Z,Coe,56,Cornell College (IA),7
2022-09-03T17:00:00.000Z,Hope,38,Aurora,34
2022-09-03T17:00:00.000Z,Truman State,19,Davenport,20
2022-09-03T17:00:00.000Z,Erskine,49,UFTL,2
2022-09-03T17:00:00.000Z,Post University,34,Lock Haven,35
2022-09-03T17:00:00.000Z,Bowie State,27,New Haven,20
2022-09-03T17:00:00.000Z,Emory & Henry,20,Concord,27
2022-09-03T17:00:00.000Z,Northwood (MI),55,Kentucky Wesleyan,13
2022-09-03T17:00:00.000Z,Franklin Pierce,7,Edinboro,10
2022-09-03T17:00:00.000Z,St Lawrence,0,Endicott College,27
2022-09-03T17:00:00.000Z,William Paterson,28,Western Connecticut State,7
2022-09-03T17:30:00.000Z,Coast Guard,10,University of New England,17
2022-09-03T17:30:00.000Z,Mount St. Joseph,31,Baldwin-Wallace,28
2022-09-03T17:30:00.000Z,Mount Union,65,Defiance,0
2022-09-03T18:00:00.000Z,Millikin,28,Greenville,14
2022-09-03T18:00:00.000Z,Maryville TN,24,Berry College,31
2022-09-03T18:00:00.000Z,Iowa State,42,Southeast Missouri State,10
2022-09-03T18:00:00.000Z,Walsh,0,Tiffin,42
2022-09-03T18:00:00.000Z,Concordia (IL),14,Chicago,34
2022-09-03T18:00:00.000Z,Delaware State,34,Lincoln (PA),0
2022-09-03T18:00:00.000Z,McMurry,9,Birmingham-Southern,26
2022-09-03T18:00:00.000Z,Texas Lutheran,45,Howard Payne,59
2022-09-03T18:00:00.000Z,Lake Forest,42,Wisconsin Lutheran,7
2022-09-03T18:00:00.000Z,Eureka College,6,Nebraska Wesleyan University,31
2022-09-03T18:00:00.000Z,Jacksonville State,35,Davidson,17
2022-09-03T18:00:00.000Z,Olivet College,35,Franklin,31
2022-09-03T18:00:00.000Z,Elmhurst,0,UW-River Falls,63
2022-09-03T18:00:00.000Z,Bloomsburg,30,Stonehill,33
2022-09-03T18:00:00.000Z,Youngstown State,31,Duquesne,14
2022-09-03T18:00:00.000Z,Central,44,St. Olaf College,13
2022-09-03T18:00:00.000Z,Wisconsin-Eau Claire,30,Loras College,27
2022-09-03T18:00:00.000Z,Minot State,10,Winona State,24
2022-09-03T18:00:00.000Z,Hendrix College,20,Austin College,0
2022-09-03T18:00:00.000Z,St. Johns (MN),24,UW-Whitewater,10
2022-09-03T18:00:00.000Z,Martin Luther College,14,Concordia (WI),35
2022-09-03T18:00:00.000Z,Bethel (MN),41,Pacific Lutheran,9
2022-09-03T18:00:00.000Z,Knox College,26,Westminster,0
2022-09-03T18:00:00.000Z,UW-Oshkosh,52,East Texas Baptist,13
2022-09-03T18:30:00.000Z,UCLA,45,Bowling Green,17
2022-09-03T19:00:00.000Z,Lake Erie College,31,Hillsdale,35
2022-09-03T19:00:00.000Z,Willamette,21,Pomona-Pitzer,44
2022-09-03T19:00:00.000Z,Montana,47,Northwestern State,0
2022-09-03T19:30:00.000Z,Arkansas,31,Cincinnati,24
2022-09-03T19:30:00.000Z,Georgia,49,Oregon,3
2022-09-03T19:30:00.000Z,Oklahoma,45,UTEP,13
2022-09-03T19:30:00.000Z,Wyoming,40,Tulsa,37
2022-09-03T19:30:00.000Z,Marshall,55,Norfolk State,3
2022-09-03T19:30:00.000Z,Miami,70,Bethune-Cookman,13
2022-09-03T19:30:00.000Z,San Diego State,20,Arizona,38
2022-09-03T19:30:00.000Z,Nebraska,38,North Dakota,17
2022-09-03T19:30:00.000Z,UT San Antonio,35,Houston,37
2022-09-03T19:30:00.000Z,North Dakota State,56,Drake,14
2022-09-03T20:00:00.000Z,South Florida,21,BYU,50
2022-09-03T20:00:00.000Z,California,34,UC Davis,13
2022-09-03T20:00:00.000Z,Edward Waters,34,Clark Atlanta,39
2022-09-03T20:00:00.000Z,Shaw,7,Wingate,21
2022-09-03T20:00:00.000Z,Eastern Washington,36,Tennessee State,29
2022-09-03T20:00:00.000Z,Lewis & Clark,41,Puget Sound,15
2022-09-03T20:00:00.000Z,Northern Colorado,34,Houston Baptist,46
2022-09-03T20:00:00.000Z,Ole Miss,28,Troy,10
2022-09-03T21:00:00.000Z,Wisconsin-La Crosse,42,Dakota State,7
2022-09-03T21:00:00.000Z,South Alabama,48,Nicholls,7
2022-09-03T21:30:00.000Z,Nevada,38,Texas State,14
2022-09-03T22:00:00.000Z,Chattanooga,31,Wofford,0
2022-09-03T22:00:00.000Z,Stetson,24,Concordia College (MI),14
2022-09-03T22:00:00.000Z,Hampton,31,Howard,28
2022-09-03T22:00:00.000Z,Morehouse,16,West Alabama,24
2022-09-03T22:00:00.000Z,Slippery Rock,42,Wayne State (MI),10
2022-09-03T22:00:00.000Z,West Georgia,38,Carson-Newman,7
2022-09-03T22:00:00.000Z,Alderson-Broaddus,28,Mercyhurst,45
2022-09-03T22:00:00.000Z,Newberry,40,Allen,6
2022-09-03T22:00:00.000Z,Indianapolis,57,St. Xavier (IL),0
2022-09-03T22:00:00.000Z,Washington & Lee,3,Christopher Newport,9
2022-09-03T22:00:00.000Z,Randolph-Macon,49,NC Wesleyan,7
2022-09-03T22:00:00.000Z,Buena Vista,20,Gustavus Adolphus,62
2022-09-03T22:00:00.000Z,USC,66,Rice,14
2022-09-03T22:00:00.000Z,James Madison,44,Middle Tennessee,7
2022-09-03T22:00:00.000Z,Ohio,41,Florida Atlantic,38
2022-09-03T22:00:00.000Z,Georgia Southern,59,Morgan State,7
2022-09-03T22:00:00.000Z,Lenoir-Rhyne,38,Virginia State,19
2022-09-03T22:00:00.000Z,Livingstone,19,Catawba,44
2022-09-03T22:00:00.000Z,Benedict College,52,Elizabeth City State,14
2022-09-03T22:00:00.000Z,Alabama State,21,Miles,13
2022-09-03T22:00:00.000Z,Finlandia University,7,Benedictine (IL),52
2022-09-03T22:00:00.000Z,Bucknell,13,Towson,14
2022-09-03T22:30:00.000Z,University of Mary,28,Wayne State (NE),33
2022-09-03T23:00:00.000Z,Arkansas-Pine Bluff,48,Lane,42
2022-09-03T23:00:00.000Z,Austin Peay,63,Presbyterian College,0
2022-09-03T23:00:00.000Z,Wisconsin,38,Illinois State,0
2022-09-03T23:00:00.000Z,Trinity (TX),55,Sul Ross State,7
2022-09-03T23:00:00.000Z,Kansas State,34,South Dakota,0
2022-09-03T23:00:00.000Z,Vanderbilt,42,Elon,31
2022-09-03T23:00:00.000Z,Auburn,42,Mercer,16
2022-09-03T23:00:00.000Z,Southern Virginia,27,Wilmington (OH),52
2022-09-03T23:00:00.000Z,Incarnate Word,64,Southern Illinois,29
2022-09-03T23:00:00.000Z,Arkansas State,58,Grambling,3
2022-09-03T23:00:00.000Z,Baylor,69,Albany,10
2022-09-03T23:00:00.000Z,Tulane,42,UMass,10
2022-09-03T23:00:00.000Z,Coastal Carolina,38,Army,28
2022-09-03T23:00:00.000Z,Kentucky,37,Miami (OH),13
2022-09-03T23:00:00.000Z,Florida,29,Utah,26
2022-09-03T23:00:00.000Z,North Park,14,Manchester,23
2022-09-03T23:00:00.000Z,Alcorn State,27,Stephen F. Austin,31
2022-09-03T23:00:00.000Z,Prairie View,40,Texas Southern,23
2022-09-03T23:00:00.000Z,Southern Mississippi,27,Liberty,29
2022-09-03T23:00:00.000Z,University of Texas of the Permian Basin,17,Southwest Baptist,41
2022-09-03T23:00:00.000Z,Denison,48,Capital,31
2022-09-03T23:00:00.000Z,Huntingdon,34,Linfield,41
2022-09-03T23:00:00.000Z,Utica,43,Rochester,28
2022-09-03T23:00:00.000Z,Valparaiso,20,Indiana Wesleyan,17
2022-09-03T23:00:00.000Z,Louisiana,24,Southeastern Louisiana,7
2022-09-03T23:00:00.000Z,West Florida,52,Warner,3
2022-09-03T23:00:00.000Z,Wisconsin-Stevens Point,24,Mayville State,31
2022-09-03T23:00:00.000Z,Fayetteville State,15,UNC Pembroke,13
2022-09-03T23:00:00.000Z,Albany State (GA),28,Mississippi College,14
2022-09-03T23:00:00.000Z,Mary Hardin-Baylor,62,Muhlenberg,13
2022-09-03T23:00:00.000Z,Minnesota-Morris,24,Macalester,45
2022-09-03T23:00:00.000Z,Heidelberg,31,Adrian,0
2022-09-03T23:00:00.000Z,Southern,86,Florida Memorial University,0
2022-09-03T23:00:00.000Z,Midwestern State,27,Colorado State-Pueblo,59
2022-09-03T23:30:00.000Z,North Carolina Central,28,North Carolina A&T,13
2022-09-03T23:30:00.000Z,North Texas,10,SMU,48
2022-09-03T23:30:00.000Z,Ohio State,21,Notre Dame,10
2022-09-03T23:30:00.000Z,Geneva College,25,Wooster,33
2022-09-03T23:30:00.000Z,South Carolina,35,Georgia State,14
2022-09-03T23:30:00.000Z,Mississippi State,49,Memphis,23
2022-09-03T23:30:00.000Z,Alabama,55,Utah State,0
2022-09-04T00:00:00.000Z,Texas Tech,63,Murray State,10
2022-09-04T00:00:00.000Z,Texas A&M-Kingsville,60,North American University,0
2022-09-04T00:00:00.000Z,Texas,52,Louisiana Monroe,10
2022-09-04T00:00:00.000Z,Northwestern (MN),15,Augsburg,23
2022-09-04T00:00:00.000Z,New Mexico,41,Maine,0
2022-09-04T00:00:00.000Z,Western State,6,West Texas A&M,44
2022-09-04T00:00:00.000Z,Stanford,41,Colgate,10
2022-09-04T00:00:00.000Z,Syracuse,31,Louisville,7
2022-09-04T00:00:00.000Z,Crown College,14,Hamline,39
2022-09-04T00:00:00.000Z,Western New Mexico,34,Adams State,20
2022-09-04T00:00:00.000Z,Montana State,40,McNeese,17
2022-09-04T00:00:00.000Z,Monmouth (IL),7,Wartburg,34
2022-09-04T01:00:00.000Z,San Diego,58,La Verne,0
2022-09-04T01:30:00.000Z,Washington State,24,Idaho,17
2022-09-04T02:00:00.000Z,Chapman,42,Pacific (OR),21
2022-09-04T02:00:00.000Z,George Fox University,38,Redlands,31
2022-09-04T02:30:00.000Z,Washington,45,Kent State,20
2022-09-04T02:30:00.000Z,Oregon State,34,Boise State,17
2022-09-04T02:30:00.000Z,Sacramento State,56,Utah Tech,33
2022-09-04T03:59:00.000Z,Hawai'i,17,Western Kentucky,49
2022-09-04T17:00:00.000Z,Hanover,29,Centre,31
2022-09-04T19:00:00.000Z,Jackson State,59,Florida A&M,3
2022-09-04T20:00:00.000Z,Central State,41,Winston-Salem,21
2022-09-04T23:00:00.000Z,Tuskegee,6,Fort Valley State,21
2022-09-04T23:30:00.000Z,Florida State,24,LSU,23
2022-09-06T00:00:00.000Z,Georgia Tech,10,Clemson,41
2022-09-08T22:00:00.000Z,West Liberty,30,Alderson-Broaddus,17
2022-09-08T23:00:00.000Z,Fairmont State,38,Charleston (WV),40
2022-09-08T23:00:00.000Z,Quincy,53,Trinity International (IL),14
2022-09-09T00:00:00.000Z,Fort Hays State,19,Missouri Western,35
2022-09-09T00:00:00.000Z,Central Oklahoma,21,Emporia State,13
2022-09-09T00:00:00.000Z,Nebraska-Kearney,28,Pittsburg State,35
2022-09-09T00:00:00.000Z,Missouri State,35,UT Martin,30
2022-09-09T00:00:00.000Z,Central Missouri State,32,Washburn,40
2022-09-09T23:00:00.000Z,Worcester Polytechnic,0,Endicott College,24
2022-09-09T23:00:00.000Z,SUNY Maritime,17,Mass Maritime,14
2022-09-09T23:00:00.000Z,Nichols,71,Dean College,55
2022-09-09T23:00:00.000Z,FDU-Florham,28,William Paterson,21
2022-09-09T23:00:00.000Z,Merrimack,45,Assumption,17
2022-09-09T23:30:00.000Z,UCF,14,Louisville,20
2022-09-10T01:00:00.000Z,New Mexico,14,Boise State,31
2022-09-10T16:00:00.000Z,Army,38,UT San Antonio,41
2022-09-10T16:00:00.000Z,Shorter,34,Catawba,21
2022-09-10T16:00:00.000Z,Anna Maria College,63,UMass Dartmouth,48
2022-09-10T16:00:00.000Z,Albion,51,Bluffton,2
2022-09-10T16:00:00.000Z,Millersville,10,Gannon,16
2022-09-10T16:00:00.000Z,Alfred,37,Mount St. Joseph,43
2022-09-10T16:00:00.000Z,Duquesne,34,Thomas More,14
2022-09-10T16:00:00.000Z,Husson,0,Plymouth State,17
2022-09-10T16:00:00.000Z,UNC Pembroke,50,WV Wesleyan,26
2022-09-10T16:00:00.000Z,Kutztown,24,California (PA),19
2022-09-10T16:00:00.000Z,Arkansas,44,South Carolina,30
2022-09-10T16:00:00.000Z,Montclair State,6,Delaware Valley,14
2022-09-10T16:00:00.000Z,Framingham State,31,St. John Fisher,20
2022-09-10T16:00:00.000Z,Springfield,35,Rowan,38
2022-09-10T16:00:00.000Z,Utica,21,Kean,15
2022-09-10T16:00:00.000Z,Texas,19,Alabama,20
2022-09-10T16:00:00.000Z,Northwestern,23,Duke,31
2022-09-10T16:00:00.000Z,Minnesota,62,Western Illinois,10
2022-09-10T16:00:00.000Z,Kansas State,40,Missouri,12
2022-09-10T16:00:00.000Z,Georgia State,28,North Carolina,35
2022-09-10T16:00:00.000Z,Hilbert College,0,Denison,63
2022-09-10T16:00:00.000Z,Shepherd,41,Edinboro,7
2022-09-10T16:00:00.000Z,West Chester,14,Slippery Rock,35
2022-09-10T16:00:00.000Z,Penn State,46,Ohio,10
2022-09-10T16:00:00.000Z,Ohio State,45,Arkansas State,12
2022-09-10T16:00:00.000Z,Notre Dame College,27,Wheeling Jesuit,14
2022-09-10T16:00:00.000Z,Miami,30,Southern Mississippi,7
2022-09-10T16:00:00.000Z,Vanderbilt,25,Wake Forest,45
2022-09-10T16:00:00.000Z,Oberlin,35,Alvernia University,38
2022-09-10T16:00:00.000Z,Otterbein,7,Heidelberg,34
2022-09-10T16:00:00.000Z,Norwich,19,St Lawrence,30
2022-09-10T16:00:00.000Z,Hiram,21,Wooster,49
2022-09-10T16:00:00.000Z,SUNY Cortland,63,College of New Jersey,7
2022-09-10T16:30:00.000Z,NC State,55,Charleston Southern,3
2022-09-10T17:00:00.000Z,Tiffin,28,Ohio Dominican,13
2022-09-10T17:00:00.000Z,Wabash College,12,North Central,56
2022-09-10T17:00:00.000Z,Rensselaer,7,Carnegie Mellon,10
2022-09-10T17:00:00.000Z,St. Augustine's,14,Limestone,73
2022-09-10T17:00:00.000Z,Shippensburg,36,Seton Hill College,17
2022-09-10T17:00:00.000Z,Mississippi College,26,Keiser University,8
2022-09-10T17:00:00.000Z,Chowan,21,Tusculum,23
2022-09-10T17:00:00.000Z,New Haven,31,Southern Connecticut State,26
2022-09-10T17:00:00.000Z,Northern Michigan,13,UW-Oshkosh,10
2022-09-10T17:00:00.000Z,Lenoir-Rhyne,5,Ferris State,27
2022-09-10T17:00:00.000Z,Fort Valley State,9,Kentucky State,7
2022-09-10T17:00:00.000Z,Grove City College,55,Geneva College,17
2022-09-10T17:00:00.000Z,Frostburg State,18,WV State,7
2022-09-10T17:00:00.000Z,Saginaw Valley,40,Bowie State,12
2022-09-10T17:00:00.000Z,Maine,18,Colgate,21
2022-09-10T17:00:00.000Z,Central State,21,Lincoln (PA),26
2022-09-10T17:00:00.000Z,Carson-Newman,27,Franklin Pierce,6
2022-09-10T17:00:00.000Z,Northwood (MI),38,Madonna University,0
2022-09-10T17:00:00.000Z,Westminster PA,42,Bethany (WV),3
2022-09-10T17:00:00.000Z,Central Michigan,24,South Alabama,38
2022-09-10T17:00:00.000Z,Gallaudet,31,Greensboro,14
2022-09-10T17:00:00.000Z,Hope,33,Coe,24
2022-09-10T17:00:00.000Z,Moravian,43,Gettysburg,28
2022-09-10T17:00:00.000Z,UW-Whitewater,28,Mary Hardin-Baylor,24
