start_date,home_team,home_points,away_team,away_points
2020-09-12T16:00:00.000Z,North Carolina,31,Syracuse,6
2020-09-12T16:00:00.000Z,West Virginia,56,Eastern Kentucky,10
2020-09-12T16:00:00.000Z,Kansas State,31,Arkansas State,35
2020-09-12T16:00:00.000Z,Iowa State,14,Louisiana,31
2020-09-12T16:00:00.000Z,Appalachian State,35,Charlotte,20
2020-09-12T17:30:00.000Z,Army,37,Louisiana Monroe,7
2020-09-12T18:30:00.000Z,Notre Dame,27,Duke,13
2020-09-12T19:30:00.000Z,Texas State,48,UT San Antonio,51
2020-09-12T20:00:00.000Z,Florida State,13,Georgia Tech,16
2020-09-12T20:00:00.000Z,Pittsburgh,55,Austin Peay,0
2020-09-12T20:14:00.000Z,Georgia Southern,27,Campbell,26
2020-09-12T23:00:00.000Z,South Florida,27,The Citadel,6
2020-09-12T23:00:00.000Z,Oklahoma,48,Missouri State,0
2020-09-12T23:30:00.000Z,Wake Forest,13,Clemson,37
2020-09-12T23:30:00.000Z,South Alabama,24,Tulane,27
2020-09-13T00:00:00.000Z,Texas,59,UTEP,3
2020-09-13T00:00:00.000Z,Louisville,35,Western Kentucky,21
2020-09-13T00:00:00.000Z,Texas Tech,35,Houston Baptist,33
2020-09-13T02:00:00.000Z,Kansas,23,Coastal Carolina,38
2021-02-13T17:00:00.000Z,Millsaps,7,Trinity (TX),37
2021-02-13T19:00:00.000Z,East Texas Baptist,44,Belhaven College,16
2021-02-13T19:00:00.000Z,Rhodes,0,Centre,30
2021-02-13T20:00:00.000Z,Whitworth,53,Puget Sound,6
2021-02-14T00:00:00.000Z,Birmingham-Southern,23,Berry College,26
2021-02-14T00:00:00.000Z,Tarleton State,37,McNeese,40
2021-02-27T17:00:00.000Z,James Madison,36,Robert Morris,16
2020-09-18T23:30:00.000Z,Coastal Carolina,43,Campbell,21
2020-09-19T16:00:00.000Z,Cincinnati,55,Austin Peay,20
2020-09-19T16:00:00.000Z,Tulane,24,Navy,27
2020-09-19T16:00:00.000Z,Pittsburgh,21,Syracuse,10
2020-09-19T16:00:00.000Z,Western Kentucky,24,Liberty,30
2020-09-19T16:00:00.000Z,Georgia State,31,Louisiana,34
2020-09-19T16:00:00.000Z,Oklahoma State,16,Tulsa,7
2020-09-19T16:00:00.000Z,Duke,6,Boston College,26
2020-09-19T18:30:00.000Z,Notre Dame,52,South Florida,0
2020-09-19T19:30:00.000Z,UT San Antonio,24,Stephen F. Austin,10
2020-09-19T19:30:00.000Z,Marshall,17,Appalachian State,7
2020-09-19T19:30:00.000Z,Georgia Tech,21,UCF,49
2020-09-19T19:30:00.000Z,Middle Tennessee,14,Troy,47
2020-09-19T20:00:00.000Z,Clemson,49,The Citadel,0
2020-09-19T22:00:00.000Z,North Texas,35,SMU,65
2020-09-19T23:30:00.000Z,Louisiana Monroe,17,Texas State,38
2020-09-19T23:30:00.000Z,Louisville,34,Miami,47
2020-09-19T23:30:00.000Z,Southern Mississippi,30,Louisiana Tech,31
2020-09-20T00:00:00.000Z,NC State,45,Wake Forest,42
2020-09-20T01:00:00.000Z,UTEP,17,Abilene Christian,13
2021-02-20T00:00:00.000Z,Nicholls,87,Lincoln (MO),3
2021-02-20T01:00:00.000Z,Northern Iowa,20,South Dakota State,24
2021-02-20T18:00:00.000Z,North Dakota,44,Southern Illinois,21
2021-02-20T18:00:00.000Z,Wofford,31,Mercer,14
2021-02-20T18:00:00.000Z,East Tennessee State,24,Samford,17
2021-02-20T18:30:00.000Z,Elon,26,Davidson,23
2021-02-20T19:00:00.000Z,Furman,35,Western Carolina,7
2021-02-20T19:00:00.000Z,Huntingdon,26,Brevard College,18
2021-02-20T20:00:00.000Z,Pacific Lutheran,10,Whitworth,28
2021-02-21T22:00:00.000Z,New Mexico State,17,Tarleton State,43
2021-03-06T18:30:00.000Z,Elon,17,James Madison,20
2020-09-24T23:30:00.000Z,South Alabama,10,UAB,42
2020-09-26T00:00:00.000Z,UT San Antonio,37,Middle Tennessee,35
2020-09-26T16:00:00.000Z,Appalachian State,52,Campbell,21
2020-09-26T16:00:00.000Z,East Carolina,28,UCF,51
2020-09-26T16:00:00.000Z,Auburn,29,Kentucky,13
2020-09-26T16:00:00.000Z,Louisiana,20,Georgia Southern,18
2020-09-26T16:00:00.000Z,Pittsburgh,23,Louisville,20
2020-09-26T16:00:00.000Z,Ole Miss,35,Florida,51
2020-09-26T16:00:00.000Z,Oklahoma,35,Kansas State,38
2020-09-26T16:00:00.000Z,Syracuse,37,Georgia Tech,20
2020-09-26T17:00:00.000Z,Liberty,36,Florida International,34
2020-09-26T17:00:00.000Z,The Citadel,14,Eastern Kentucky,37
2020-09-26T17:30:00.000Z,TCU,34,Iowa State,37
2020-09-26T19:30:00.000Z,LSU,34,Mississippi State,44
2020-09-26T19:30:00.000Z,Oklahoma State,27,West Virginia,13
2020-09-26T19:30:00.000Z,Texas Tech,56,Texas,63
2020-09-26T19:30:00.000Z,Louisiana Monroe,6,UTEP,31
2020-09-26T19:30:00.000Z,Cincinnati,24,Army,10
2020-09-26T20:00:00.000Z,Arkansas,10,Georgia,37
2020-09-26T20:00:00.000Z,Virginia,38,Duke,20
2020-09-26T22:00:00.000Z,Boston College,24,Texas State,21
2020-09-26T23:00:00.000Z,SMU,50,Stephen F. Austin,7
2020-09-26T23:00:00.000Z,Southern Mississippi,24,Tulane,66
2020-09-26T23:00:00.000Z,Missouri,19,Alabama,38
2020-09-26T23:00:00.000Z,Louisiana Tech,66,Houston Baptist,38
2020-09-26T23:30:00.000Z,Baylor,47,Kansas,14
2020-09-26T23:30:00.000Z,Miami,52,Florida State,10
2020-09-26T23:30:00.000Z,Texas A&M,17,Vanderbilt,12
2020-09-26T23:30:00.000Z,South Carolina,27,Tennessee,31
2020-09-27T00:00:00.000Z,Central Arkansas,27,Missouri State,20
2020-09-27T00:00:00.000Z,Virginia Tech,45,NC State,24
2020-09-27T02:15:00.000Z,BYU,48,Troy,7
2021-02-21T19:00:00.000Z,Jackson State,53,Edward Waters,0
2021-02-21T19:30:00.000Z,Tennessee Tech,27,Austin Peay,21
2021-02-21T20:30:00.000Z,North Dakota State,25,Youngstown State,7
2021-02-27T00:00:00.000Z,Ferrum,0,Emory & Henry,17
2021-02-27T00:00:00.000Z,Alabama State,21,Southern,24
2021-02-27T00:00:00.000Z,Randolph-Macon,44,Guilford,0
2021-02-27T17:00:00.000Z,Delaware State,17,Howard,10
2021-02-27T17:00:00.000Z,Youngstown State,0,Northern Iowa,21
2021-02-27T17:00:00.000Z,Chattanooga,24,Wofford,13
2021-02-27T18:00:00.000Z,Mary Hardin-Baylor,52,Southwestern University,7
2021-02-27T18:00:00.000Z,Hendrix College,49,Austin College,31
2021-02-27T18:00:00.000Z,Hampden-Sydney,21,Southern Virginia,0
2021-02-27T18:00:00.000Z,Samford,55,Western Carolina,27
2021-02-27T18:00:00.000Z,North Dakota,28,South Dakota State,17
2021-02-27T18:00:00.000Z,Southern Illinois,38,North Dakota State,14
2021-02-27T18:00:00.000Z,Kennesaw State,35,Shorter,3
2021-02-27T18:00:00.000Z,McNeese,20,Incarnate Word,48
2021-02-27T18:00:00.000Z,Western Illinois,24,Missouri State,30
2021-02-27T18:00:00.000Z,Illinois State,20,South Dakota,27
2021-02-27T18:30:00.000Z,VMI,14,Furman,13
2021-02-27T19:00:00.000Z,Louisiana College,23,East Texas Baptist,17
2021-02-27T19:00:00.000Z,Barton College,28,Erskine,30
2021-02-27T19:00:00.000Z,Berry College,54,Rhodes,7
2021-02-27T19:00:00.000Z,Bridgewater (VA),27,Shenandoah,21
2021-02-27T19:00:00.000Z,McMurry,7,Hardin-Simmons,49
2021-02-27T19:00:00.000Z,Texas Lutheran,24,Sul Ross State,3
2021-02-27T19:30:00.000Z,Alabama A&M,2,Alcorn State,0
2021-02-27T20:00:00.000Z,Gardner-Webb,42,Elon,20
2021-02-27T20:00:00.000Z,Northern Arizona,34,Southern Utah,33
2021-02-27T20:00:00.000Z,Tarleton State,14,Utah Tech,26
2021-02-27T20:00:00.000Z,Birmingham-Southern,42,Centre,35
2021-02-27T20:30:00.000Z,Mercer,42,The Citadel,28
2021-02-27T21:00:00.000Z,Nicholls,55,Lamar,0
2021-02-27T23:00:00.000Z,Idaho State,21,Weber State,49
2021-02-27T23:05:00.000Z,Idaho,28,Eastern Washington,21
2021-02-28T00:00:00.000Z,Sam Houston State,43,Southeastern Louisiana,38
2021-02-28T02:00:00.000Z,Pacific Lutheran,3,Puget Sound,20
2020-10-02T23:00:00.000Z,Wake Forest,66,Campbell,14
2020-10-03T01:00:00.000Z,BYU,45,Louisiana Tech,14
2020-10-03T16:00:00.000Z,Florida,38,South Carolina,24
2020-10-03T16:00:00.000Z,Tennessee,35,Missouri,12
2020-10-03T16:00:00.000Z,Texas,31,TCU,33
2020-10-03T16:00:00.000Z,Coastal Carolina,52,Arkansas State,23
2020-10-03T16:00:00.000Z,Pittsburgh,29,NC State,30
2020-10-03T16:00:00.000Z,West Virginia,27,Baylor,21
2020-10-03T16:00:00.000Z,Georgia State,49,East Carolina,29
2020-10-03T16:30:00.000Z,UAB,21,UT San Antonio,13
2020-10-03T17:00:00.000Z,Liberty,28,North Alabama,7
2020-10-03T17:30:00.000Z,Army,55,Abilene Christian,23
2020-10-03T19:00:00.000Z,Eastern Kentucky,30,Houston Baptist,33
2020-10-03T19:30:00.000Z,Kansas State,31,Texas Tech,21
2020-10-03T19:30:00.000Z,North Dakota State,39,Central Arkansas,28
2020-10-03T19:30:00.000Z,SMU,30,Memphis,27
2020-10-03T19:30:00.000Z,Cincinnati,28,South Florida,7
2020-10-03T19:30:00.000Z,Kansas,7,Oklahoma State,47
2020-10-03T19:30:00.000Z,Alabama,52,Texas A&M,24
2020-10-03T19:30:00.000Z,Boston College,22,North Carolina,26
2020-10-03T20:00:00.000Z,Duke,31,Virginia Tech,38
2020-10-03T20:00:00.000Z,Florida State,41,Jacksonville State,24
2020-10-03T20:00:00.000Z,Florida Atlantic,21,Charlotte,17
2020-10-03T20:00:00.000Z,Kentucky,41,Ole Miss,42
2020-10-03T21:00:00.000Z,Stephen F. Austin,34,West Texas A&M,6
2020-10-03T21:00:00.000Z,Middle Tennessee,17,Western Kentucky,20
2020-10-03T22:00:00.000Z,Air Force,40,Navy,7
2020-10-03T23:00:00.000Z,Louisiana Monroe,30,Georgia Southern,35
2020-10-03T23:30:00.000Z,North Texas,31,Southern Mississippi,41
2020-10-03T23:30:00.000Z,Georgia,27,Auburn,6
2020-10-03T23:30:00.000Z,Vanderbilt,7,LSU,41
2020-10-03T23:30:00.000Z,Iowa State,37,Oklahoma,30
2020-10-03T23:30:00.000Z,UCF,26,Tulsa,34
2020-10-03T23:30:00.000Z,Mississippi State,14,Arkansas,21
2020-10-04T00:00:00.000Z,Clemson,41,Virginia,23
2021-02-28T20:00:00.000Z,Austin Peay,27,Tennessee State,20
2021-02-28T20:00:00.000Z,Eastern Illinois,7,Southeast Missouri State,47
2021-02-28T20:00:00.000Z,Murray State,14,UT Martin,10
2021-02-28T21:00:00.000Z,Jacksonville State,27,Tennessee Tech,10
2021-03-04T23:00:00.000Z,North Dakota,21,South Dakota,10
2021-03-05T19:00:00.000Z,Emory & Henry,47,Southern Virginia,14
2021-03-06T00:00:00.000Z,Shenandoah,0,Hampden-Sydney,26
2021-03-06T00:00:00.000Z,Randolph-Macon,25,Bridgewater (VA),13
2021-03-06T00:00:00.000Z,New Hampshire,20,Albany,24
2021-03-06T16:00:00.000Z,Trinity (TX),3,Hendrix College,13
2021-03-06T17:00:00.000Z,Greensboro,14,Methodist,48
2021-03-06T17:00:00.000Z,Stony Brook,13,Villanova,16
2021-03-06T17:00:00.000Z,Delaware,37,Maine,0
2021-03-06T17:00:00.000Z,Youngstown State,22,Southern Illinois,30
2021-03-06T18:00:00.000Z,Richmond,21,William & Mary,14
2021-03-06T18:00:00.000Z,The Citadel,24,Chattanooga,25
2021-03-06T18:00:00.000Z,Furman,44,Samford,37
2021-03-06T18:00:00.000Z,Western Carolina,7,VMI,30
2021-03-06T18:00:00.000Z,Grambling,28,Jackson State,33
2021-03-06T18:00:00.000Z,Gardner-Webb,31,Presbyterian College,24
2021-03-06T18:00:00.000Z,Hardin-Simmons,33,Texas Lutheran,14
2021-03-06T18:00:00.000Z,Austin College,27,Millsaps,17
2021-03-06T18:00:00.000Z,Edward Waters,21,Erskine,20
2021-03-06T18:30:00.000Z,Manchester,14,Bluffton,49
2021-03-06T18:30:00.000Z,Franklin,55,Anderson (IN),48
2021-03-06T18:30:00.000Z,South Carolina State,7,Alabama A&M,31
2021-03-06T19:00:00.000Z,Southern Utah,24,Idaho State,26
2021-03-06T19:00:00.000Z,Sul Ross State,34,Howard Payne,53
2021-03-06T19:00:00.000Z,Belhaven College,33,Louisiana College,24
2021-03-06T19:00:00.000Z,East Texas Baptist,28,Mary Hardin-Baylor,30
2021-03-06T19:00:00.000Z,Rose-Hulman,52,Defiance,6
2021-03-06T19:00:00.000Z,Ohio Wesleyan,21,DePauw,35
2021-03-06T19:00:00.000Z,West Alabama,27,Limestone,17
2021-03-06T19:30:00.000Z,Southern,30,Arkansas-Pine Bluff,33
2021-03-06T19:30:00.000Z,Alcorn State,0,Alabama State,2
2021-03-06T20:00:00.000Z,Idaho,17,UC Davis,27
2021-03-06T20:00:00.000Z,South Dakota State,45,Western Illinois,10
2021-03-06T20:00:00.000Z,Missouri State,0,North Dakota State,25
2021-03-06T20:00:00.000Z,Tarleton State,39,Mississippi College,14
2021-03-06T20:00:00.000Z,Puget Sound,12,Whitworth,30
2021-03-06T20:00:00.000Z,Averett,10,Brevard College,19
2021-03-06T21:00:00.000Z,Lamar,20,Incarnate Word,42
2021-03-06T21:05:00.000Z,Eastern Washington,45,Northern Arizona,13
2021-03-06T22:00:00.000Z,Northern Iowa,20,Illinois State,10
2021-03-06T23:00:00.000Z,Newberry,21,Tusculum,6
2021-03-06T23:00:00.000Z,Centre,17,Berry College,18
2021-03-07T00:00:00.000Z,Southeastern Louisiana,25,McNeese,20
2021-03-07T00:00:00.000Z,Northwestern State,24,Nicholls,31
2021-03-07T01:00:00.000Z,Prairie View,20,Texas Southern,19
2021-03-07T22:00:00.000Z,New Mexico State,36,Utah Tech,29
2020-10-08T23:30:00.000Z,Houston,49,Tulane,31
2020-10-09T23:00:00.000Z,Georgia Tech,46,Louisville,27
2020-10-10T16:00:00.000Z,LSU,41,Missouri,45
2020-10-10T16:00:00.000Z,Oklahoma,53,Texas,45
2020-10-10T16:00:00.000Z,Liberty,40,Louisiana Monroe,7
2020-10-10T16:00:00.000Z,Texas A&M,41,Florida,38
2020-10-10T16:00:00.000Z,Vanderbilt,7,South Carolina,41
2020-10-10T16:00:00.000Z,North Carolina,56,Virginia Tech,45
2020-10-10T16:00:00.000Z,Virginia,21,NC State,38
2020-10-10T16:30:00.000Z,Syracuse,24,Duke,38
2020-10-10T17:30:00.000Z,Army,14,The Citadel,9
2020-10-10T19:00:00.000Z,Jacksonville State,34,Mercer,28
2020-10-10T19:30:00.000Z,Arkansas State,50,Central Arkansas,27
2020-10-10T19:30:00.000Z,Georgia,44,Tennessee,21
2020-10-10T19:30:00.000Z,Troy,37,Texas State,17
2020-10-10T19:30:00.000Z,Iowa State,31,Texas Tech,15
2020-10-10T19:30:00.000Z,BYU,27,UT San Antonio,20
2020-10-10T20:00:00.000Z,Boston College,31,Pittsburgh,30
2020-10-10T20:00:00.000Z,TCU,14,Kansas State,21
2020-10-10T20:00:00.000Z,Auburn,30,Arkansas,28
2020-10-10T20:00:00.000Z,Florida International,28,Middle Tennessee,31
2020-10-10T22:00:00.000Z,Navy,31,Temple,29
2020-10-10T23:00:00.000Z,South Florida,24,East Carolina,44
2020-10-10T23:30:00.000Z,Louisiana Tech,21,UTEP,17
2020-10-10T23:30:00.000Z,Ole Miss,48,Alabama,63
2020-10-10T23:30:00.000Z,Kentucky,24,Mississippi State,2
2020-10-10T23:30:00.000Z,Notre Dame,42,Florida State,26
2020-10-10T23:30:00.000Z,Western Kentucky,14,Marshall,38
2020-10-10T23:30:00.000Z,Clemson,42,Miami,17
2020-10-11T00:00:00.000Z,North Texas,21,Charlotte,49
2021-03-07T17:00:00.000Z,Duquesne,30,Sacred Heart,27
2021-03-07T18:00:00.000Z,Long Island University,24,Bryant,19
2021-03-07T19:00:00.000Z,UT Martin,28,Eastern Illinois,15
2021-03-07T20:00:00.000Z,Southeast Missouri State,21,Murray State,24
2021-03-07T20:00:00.000Z,Tennessee State,16,Jacksonville State,38
2021-03-12T00:00:00.000Z,Lake Erie College,3,Ohio Dominican,28
2021-03-12T00:00:00.000Z,Frostburg State,27,Wheeling Jesuit,20
2021-03-12T19:00:00.000Z,Emory & Henry,47,Guilford,6
2021-03-12T22:00:00.000Z,Newberry,20,Lenoir-Rhyne,27
2021-03-12T23:00:00.000Z,Methodist,35,Averett,23
2021-03-13T00:00:00.000Z,Mars Hill,20,Tusculum,58
2021-03-13T00:00:00.000Z,Ferrum,16,Bridgewater (VA),26
2021-03-13T00:00:00.000Z,John Carroll,28,Baldwin-Wallace,17
2021-03-13T00:00:00.000Z,Wilmington (OH),26,Capital,21
2021-03-13T00:00:00.000Z,Muskingum,15,Mount Union,51
2021-03-13T00:30:00.000Z,Ohio Northern,17,Otterbein,7
2021-03-13T17:00:00.000Z,Glenville State,7,UNC Pembroke,30
2021-03-13T17:00:00.000Z,Butler,14,Valparaiso,24
2021-03-13T17:00:00.000Z,Delaware,31,Stony Brook,3
2021-03-13T17:00:00.000Z,Wesley College,30,Salisbury,32
2021-03-13T17:00:00.000Z,Presbyterian College,31,Morehead State,16
2021-03-13T17:00:00.000Z,Lehigh,3,Holy Cross,20
2021-03-13T17:00:00.000Z,UVA-Wise,37,Carson-Newman,40
2021-03-13T17:00:00.000Z,Maine,38,Albany,34
2021-03-13T18:00:00.000Z,Elon,14,Richmond,38
2021-03-13T18:00:00.000Z,Samford,37,Wofford,31
2021-03-13T18:00:00.000Z,McNeese,26,Lamar,27
2021-03-13T18:00:00.000Z,Sam Houston State,71,Nicholls,17
2021-03-13T18:00:00.000Z,Western Illinois,21,North Dakota,38
2021-03-13T18:00:00.000Z,Southern Illinois,17,Northern Iowa,16
2021-03-13T18:00:00.000Z,Stetson,20,Davidson,26
2021-03-13T18:00:00.000Z,Kennesaw State,24,Charleston Southern,19
2021-03-13T18:00:00.000Z,Villanova,37,Rhode Island,40
2021-03-13T18:00:00.000Z,East Tennessee State,13,Furman,17
2021-03-13T18:00:00.000Z,Western Carolina,21,The Citadel,14
2021-03-13T18:00:00.000Z,Trinity (TX),38,Birmingham-Southern,15
2021-03-13T18:00:00.000Z,WV State,38,WV Wesleyan,13
2021-03-13T18:00:00.000Z,Hillsdale,24,Findlay,45
2021-03-13T18:00:00.000Z,Walsh,14,Tiffin,21
2021-03-13T18:00:00.000Z,Brevard College,27,Huntingdon,3
2021-03-13T18:00:00.000Z,Kean,12,Montclair State,41
2021-03-13T18:30:00.000Z,Bluffton,35,Anderson (IN),27
2021-03-13T18:30:00.000Z,Mount St. Joseph,21,Rose-Hulman,31
2021-03-13T18:30:00.000Z,Manchester,3,Franklin,50
2021-03-13T18:30:00.000Z,VMI,41,Mercer,14
2021-03-13T19:00:00.000Z,Drake,10,San Diego,13
2021-03-13T19:00:00.000Z,South Dakota,24,Missouri State,27
2021-03-13T19:00:00.000Z,South Carolina State,17,Delaware State,9
2021-03-13T19:00:00.000Z,Louisiana College,34,Southwestern University,31
2021-03-13T19:00:00.000Z,Defiance,12,Hanover,56
2021-03-13T19:00:00.000Z,Hardin-Simmons,41,Howard Payne,14
2021-03-13T19:00:00.000Z,Notre Dame College,70,West Liberty,7
2021-03-13T20:00:00.000Z,Texas Lutheran,51,McMurry,21
2021-03-13T20:00:00.000Z,Whitworth,56,Pacific Lutheran,23
2021-03-13T20:00:00.000Z,Weber State,18,UC Davis,13
2021-03-13T20:00:00.000Z,South Dakota State,19,Youngstown State,17
2021-03-13T20:05:00.000Z,Cal Poly,24,Southern Utah,34
2021-03-13T20:30:00.000Z,North Dakota State,21,Illinois State,13
2021-03-13T20:30:00.000Z,Lafayette,24,Colgate,10
2021-03-13T21:00:00.000Z,Grambling,10,Prairie View,17
2021-03-13T21:00:00.000Z,Erskine,13,Shorter,24
2021-03-13T21:00:00.000Z,Barton College,14,Wingate,55
2021-03-13T22:00:00.000Z,West Alabama,36,Savannah State,28
2021-03-13T23:00:00.000Z,Idaho State,42,Eastern Washington,46
2021-03-14T00:00:00.000Z,Southeastern Louisiana,27,Northwestern State,24
2021-03-14T00:00:00.000Z,Hendrix College,20,Berry College,21
2021-03-14T02:00:00.000Z,Utah Tech,15,Tarleton State,37
2021-03-14T19:00:00.000Z,Jackson State,43,Mississippi Valley State,7
2021-03-27T17:00:00.000Z,William & Mary,10,James Madison,38
2020-10-14T23:30:00.000Z,Louisiana,27,Coastal Carolina,30
2020-10-15T23:30:00.000Z,Arkansas State,59,Georgia State,52
2020-10-16T22:00:00.000Z,Tulane,34,SMU,37
2020-10-17T01:30:00.000Z,Houston,26,BYU,43
2020-10-17T16:00:00.000Z,Syracuse,21,Liberty,38
2020-10-17T16:00:00.000Z,Miami,31,Pittsburgh,19
2020-10-17T16:00:00.000Z,Tennessee,7,Kentucky,34
2020-10-17T16:00:00.000Z,Georgia Tech,7,Clemson,73
2020-10-17T16:00:00.000Z,South Alabama,30,Texas State,20
2020-10-17T16:00:00.000Z,Temple,39,South Florida,37
2020-10-17T16:00:00.000Z,West Virginia,38,Kansas,17
2020-10-17T16:00:00.000Z,South Carolina,30,Auburn,22
2020-10-17T16:00:00.000Z,East Carolina,23,Navy,27
2020-10-17T17:30:00.000Z,UAB,37,Western Kentucky,14
2020-10-17T17:30:00.000Z,UT San Antonio,16,Army,28
2020-10-17T18:00:00.000Z,North Alabama,17,Jacksonville State,24
2020-10-17T18:30:00.000Z,Notre Dame,12,Louisville,7
2020-10-17T19:30:00.000Z,Memphis,50,UCF,49
2020-10-17T19:30:00.000Z,NC State,31,Duke,20
2020-10-17T19:30:00.000Z,Troy,31,Eastern Kentucky,29
2020-10-17T19:30:00.000Z,Arkansas,33,Ole Miss,21
2020-10-17T20:00:00.000Z,Mississippi State,14,Texas A&M,28
2020-10-17T20:00:00.000Z,Wake Forest,40,Virginia,23
2020-10-17T20:00:00.000Z,Georgia Southern,41,UMass,0
2020-10-17T21:00:00.000Z,Stephen F. Austin,31,Angelo State,12
2020-10-17T21:00:00.000Z,Middle Tennessee,35,North Texas,52
2020-10-17T22:00:00.000Z,Louisiana Tech,17,Marshall,35
2020-10-17T23:30:00.000Z,Florida State,31,North Carolina,28
2020-10-18T00:00:00.000Z,Missouri State,24,Central Arkansas,33
2020-10-18T00:00:00.000Z,Virginia Tech,40,Boston College,14
2020-10-18T00:00:00.000Z,Alabama,41,Georgia,24
2021-03-14T16:00:00.000Z,Wagner,0,Duquesne,17
2021-03-14T17:00:00.000Z,Merrimack,7,Bryant,14
2021-03-14T17:00:00.000Z,Sacred Heart,35,Long Island University,7
2021-03-14T17:00:00.000Z,Austin College,20,Centre,44
2021-03-14T18:00:00.000Z,Tennessee State,21,Eastern Illinois,20
2021-03-14T18:00:00.000Z,UT Martin,20,Jacksonville State,37
2021-03-14T18:30:00.000Z,Tennessee Tech,31,Murray State,36
2021-03-14T19:00:00.000Z,Southeast Missouri State,42,Austin Peay,49
2021-03-14T23:00:00.000Z,Millsaps,27,Rhodes,13
2021-03-18T23:00:00.000Z,Alderson-Broaddus,6,Wheeling Jesuit,34
2021-03-19T21:00:00.000Z,Guilford,12,Hampden-Sydney,43
2021-03-19T22:30:00.000Z,Shenandoah,38,Randolph-Macon,52
2021-03-19T23:00:00.000Z,Westminster PA,42,Bethany (WV),21
2021-03-19T23:00:00.000Z,Ohio Wesleyan,37,Denison,38
2021-03-19T23:00:00.000Z,Grove City College,37,St. Vincent,14
2021-03-19T23:00:00.000Z,Heidelberg,66,Capital,13
2021-03-19T23:00:00.000Z,Otterbein,10,Wilmington (OH),17
2021-03-19T23:00:00.000Z,Mount Union,52,John Carroll,27
2021-03-19T23:00:00.000Z,Southern Virginia,28,Ferrum,33
2021-03-19T23:00:00.000Z,Marietta,30,Baldwin-Wallace,20
2021-03-20T16:00:00.000Z,Gannon,22,Davenport,30
2021-03-20T16:00:00.000Z,Morehead State,31,Stetson,14
2021-03-20T16:00:00.000Z,Youngstown State,28,South Dakota,10
2021-03-20T16:00:00.000Z,Illinois State,26,Western Illinois,18
